wind_speed,30.000000,75.000000,120.000000,165.000000,210.000000,255.000000,300.000000,345.000000
1.000000,-1285717.986491,-1285723.698306,-1285737.282423,-1285751.268567,-1285757.942892,-1285752.956549,-1285738.652089,-1285723.947493
2.000000,-1285698.720363,-1285710.624057,-1285736.927346,-1285764.064307,-1285777.913616,-1285768.844830,-1285739.722351,-1285709.758696
3.000000,-1285680.360051,-1285698.621332,-1285736.727663,-1285776.091478,-1285797.366287,-1285785.262454,-1285741.088624,-1285695.534704
4.000000,-1285663.131226,-1285687.716865,-1285736.650632,-1285787.320730,-1285816.064159,-1285801.914145,-1285742.788581,-1285681.547387
5.000000,-1285647.321742,-1285677.898307,-1285736.669406,-1285797.700770,-1285833.633571,-1285818.457906,-1285744.732140,-1285668.075226
6.000000,-1285632.957053,-1285668.963360,-1285736.752180,-1285807.349604,-1285850.001005,-1285834.599899,-1285745.589894,-1285655.409039
7.000000,-1285620.212307,-1285660.973223,-1285736.899362,-1285816.213269,-1285865.009663,-1285850.004344,-1285747.569933,-1285643.738921
8.000000,-1285608.912862,-1285653.738254,-1285737.097010,-1285824.344381,-1285878.647178,-1285864.439119,-1285748.153068,-1285633.209225
9.000000,-1285598.930684,-1285647.311604,-1285737.331390,-1285831.784396,-1285891.032332,-1285877.781358,-1285753.472565,-1285623.962897
