group_key,landed_longitude,landed_latitude,landing_range
"(1.0,)",131.0137845816169,31.220746851310928,-1285717.9864911153
"(1.0,)",131.0137896865856,31.22067955545497,-1285723.6983055877
"(1.0,)",131.01373238770037,31.220563603691414,-1285737.2824226692
"(1.0,)",131.01364339384298,31.22046326977622,-1285751.2685669048
"(1.0,)",131.01357235840172,31.220433529261392,-1285757.9428915896
"(1.0,)",131.01356327771052,31.22049521394812,-1285752.9565494747
"(1.0,)",131.01362450372352,31.220616750302177,-1285738.6520892151
"(1.0,)",131.01371721562782,31.22072278028846,-1285723.9474925417
"(2.0,)",131.0138623601275,31.220913518880856,-1285698.720363271
"(2.0,)",131.01387137121142,31.22077430455773,-1285710.624056777
"(2.0,)",131.0137616456007,31.220549007003232,-1285736.9273457818
"(2.0,)",131.0135875956075,31.2203552063908,-1285764.0643069923
"(2.0,)",131.01344211970354,31.220292272988,-1285777.9136157124
"(2.0,)",131.0134177760899,31.220409431620723,-1285768.8448299589
"(2.0,)",131.0135418378316,31.220657241703563,-1285739.7223509063
"(2.0,)",131.0137315003931,31.220872828063488,-1285709.7586961775
"(3.0,)",131.0139204863653,31.221082508062988,-1285680.3600513376
"(3.0,)",131.01393415260878,31.220869040853422,-1285698.621331692
"(3.0,)",131.01377831372045,31.22054066216569,-1285736.7276628017
"(3.0,)",131.01352281749877,31.220261464200327,-1285776.0914776311
"(3.0,)",131.01329935994576,31.22016477730135,-1285797.3662872573
"(3.0,)",131.01325130749953,31.22033102759365,-1285785.2624540506
"(3.0,)",131.01343575830592,31.220709282302817,-1285741.088624293
"(3.0,)",131.01372765747735,31.22103478274888,-1285695.5347038314
"(4.0,)",131.01395851493453,31.22125157116677,-1285663.1312255277
"(4.0,)",131.01398064689184,31.22096180333289,-1285687.716864887
"(4.0,)",131.01378507813948,31.220537230661527,-1285736.6506318164
"(4.0,)",131.0134518451412,31.22018060341975,-1285787.320729567
"(4.0,)",131.0131467092054,31.22005202712465,-1285816.0641590152
"(4.0,)",131.01306614877916,31.220261867729626,-1285801.91414452
"(4.0,)",131.01330309984098,31.220774460370365,-1285742.7885811236
"(4.0,)",131.0137051463984,31.221205939200864,-1285681.5473870172
"(5.0,)",131.0139776302277,31.221416728162385,-1285647.3217423058
"(5.0,)",131.01401248796924,31.22105169300228,-1285677.8983069363
"(5.0,)",131.0137840489326,31.22053767365863,-1285736.669406164
"(5.0,)",131.01337651216352,31.220112034903067,-1285797.7007701022
"(5.0,)",131.0129884671764,31.219955482603567,-1285833.6335706543
"(5.0,)",131.01286575013546,31.22020359675924,-1285818.4579063205
"(5.0,)",131.01315080523088,31.220849378026536,-1285744.7321403478
"(5.0,)",131.0136641944336,31.221383030629667,-1285668.075225946
"(6.0,)",131.01397939280992,31.22157670283512,-1285632.9570529012
"(6.0,)",131.0140337640412,31.22113838252355,-1285668.963360178
"(6.0,)",131.0137777558063,31.220540741499622,-1285736.7521795325
"(6.0,)",131.01329917160268,31.22005294116931,-1285807.3496037114
"(6.0,)",131.01282691246612,31.219874521398328,-1285850.0010051872
"(6.0,)",131.01265383447,31.220157146240368,-1285834.5998986552
"(6.0,)",131.01308791733337,31.220879695880924,-1285745.5898941457
"(6.0,)",131.0136056059903,31.22156228532716,-1285655.4090388939
"(7.0,)",131.01396583491865,31.22172824057049,-1285620.2123071176
"(7.0,)",131.01404505196498,31.221220819328213,-1285660.973222848
"(7.0,)",131.0137662249016,31.220546412998644,-1285736.899361693
"(7.0,)",131.0132209051877,31.22000324048514,-1285816.2132691916
"(7.0,)",131.01266590905175,31.219808448391447,-1285865.0096631274
"(7.0,)",131.01243527574871,31.22012318702804,-1285850.004343975
"(7.0,)",131.0129601483601,31.22093863176841,-1285747.569933245
"(7.0,)",131.01353089341603,31.2217406114787,-1285643.7389208227
"(8.0,)",131.01393986803427,31.221871451109,-1285608.9128615325
"(8.0,)",131.01404883911303,31.22129955065313,-1285653.7382537457
"(8.0,)",131.0137505979414,31.22055411954032,-1285737.097010006
"(8.0,)",131.01314298987035,31.2199615319876,-1285824.3443809361
"(8.0,)",131.01250758307384,31.219756052256447,-1285878.6471776986
"(8.0,)",131.012214462157,31.22010153593988,-1285864.439118653
"(8.0,)",131.01270459393533,31.22109439033381,-1285748.1530683055
"(8.0,)",131.01344273342687,31.221914690631817,-1285633.2092253568
"(9.0,)",131.0139044190183,31.222005911617263,-1285598.9306842943
"(9.0,)",131.01404543157588,31.22137378608508,-1285647.3116044602
"(9.0,)",131.0137319373962,31.22056334050425,-1285737.3313895299
"(9.0,)",131.01306603413937,31.219926964404024,-1285831.78439588
"(9.0,)",131.01235341481842,31.21971506098111,-1285891.032332215
"(9.0,)",131.01199462328316,31.220091520154863,-1285877.7813577875
"(9.0,)",131.0124654922186,31.221186587336245,-1285753.4725652505
"(9.0,)",131.01334347508717,31.222081428018186,-1285623.9628966395
