Time,Latitude,Longitude,Altitude,Angle of Attack,Angle of Sideslip,X-Acceleration,Y-Acceleration,Z-Acceleration,Thrust,True Velocity,Ground Velocity,Pitch,Roll,Yaw,Dynamic Pressure,cp,parachute_deploy_gain,Wind Speed,Mach,omega_x,omega_y,omega_z,Cmq,Angle of Attack(total),Angle of Attack(gust),True Velocity(gust),Acceleration
0.0,31.222216000000007,131.010392,3.000000004412624,0.0,0.0,0.0,0.0,0.0,2.2828121974499247,0.0,0.0,69.99999999623412,0.0,119.9999999935444,0.0,15.288,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,90.0,0.0,0.0
0.01,31.22221599999846,131.01039200000315,3.000000962795229,0.0,0.0,0.0,0.0,0.0,34.24218696174923,5.969113392958395e-11,5.745056751963284e-11,69.9999999962392,-5.1146258746678e-13,119.99999999354512,2.1817458343801e-21,15.288,0.0,0.0,1.754166827906095e-13,-3.2864878353466853e-19,6.911788849595093e-19,5.692061405548897e-19,-1.134401665437238e-31,0.0,89.99999999962,5.969113392958395e-11,0.0
0.02,31.222215999997086,131.0103920000059,3.0000018098304624,0.0,0.0,0.0,0.0,0.0,25.871876237766408,1.2379461539866492e-10,1.192526349549112e-10,69.99999999624445,-1.0322244947058248e-12,119.99999999354591,9.384000171377332e-21,15.288,0.0,0.0,3.6380010482638883e-13,-6.67461962436389e-19,1.423015351387225e-18,1.1180834903756764e-18,-4.8437074435615215e-31,0.0,89.9999999992119,1.2379461539866492e-10,0.0
0.03,31.222215999135628,131.01039200176055,3.00018190920821,20.41311665082849,-0.0001313569271933,11.042464942064028,-1.723290922245469e-05,3.3498343099213166,180.34219359854663,0.0816366034365899,0.0529245383182506,69.99999999792094,-6.277040846687968e-12,119.99999999445566,0.0040808848840867,15.288,0.0,0.0,0.0002399086975844,4.364930183790861e-17,-8.76934256689775e-10,1.0793647029492311e-11,1.9684234014952338e-13,20.41311665123309,89.51280501600182,0.0816159699387164,11.539385681262939
0.04,31.22221599460537,131.0103920110161,3.0016524389412607,10.098052136602243,-4.3493216031672665e-05,52.407265263551366,7.378164109130209e-06,3.3496400078494384,548.6359724538078,0.3534495401970737,0.177248343572065,70.00000000400651,-3.680670767176037e-11,119.99999999925132,0.0764960958328229,15.288,0.0,0.0,0.0010386960834656,2.3014495040621363e-15,-1.7020658972887836e-08,2.4208054289452663e-11,1.6541324688573997e-11,10.098052136694946,87.78583860090743,0.3534427082986754,52.514203227188716
0.05,31.222215981796897,131.01039203726373,3.00727077892404,5.687315185156671,2.9851010711006404e-06,76.38015681649837,6.063676896296257e-05,3.348980036821532,761.6984298824644,0.9633260300793628,0.4175628991422375,70.00000000080173,-1.5056528646332016e-10,120.00000001282264,0.5682386700241646,15.288,0.0,0.0,0.0028309643220846,2.3776597688320366e-14,-1.1744104970597922e-07,3.7550409403262497e-11,3.1107096814271056e-10,5.687315185157463,83.920726961782,0.9633264989779424,76.45354159621115
0.06,31.222215957593047,131.01039208692197,3.01897384998626,4.534742003111488,3.306728518905801e-05,57.180088899246606,0.0001186703769057,3.347903322077104,590.4875390737208,1.6309646911593505,0.6772498253640761,69.99999991718114,-3.861635513930124e-10,120.00000003847693,1.6288189910250284,15.288,0.0,0.0,0.004792981105652,1.2156455245107382e-13,-4.156663396574442e-07,5.234504070293763e-11,1.864039835116932e-09,4.534742003231746,79.76096265527917,1.6309698853563617,57.27801518203823
0.07,31.222215922331383,131.0103921592957,3.036552211275368,4.028174810191838,5.919479428216222e-05,87.00777126914893,0.0001778069776649,3.346424892556479,855.2937749779139,2.3121618939528674,0.9414795592602606,69.99999961518033,-7.346648472124432e-10,120.00000007586092,3.273553567909824,15.288,0.0,0.0,0.0067948438910673,3.968344072400808e-13,-1.0033578415824737e-06,7.260782344017509e-11,6.378802101113245e-09,4.028174810626075,75.62832900107698,2.31217119224941,87.0721012771466
0.08,31.222215874024847,131.01039225847637,3.0612408959997364,3.7819748155080166,8.679483772995006e-05,17.94310324247781,0.0002348929762766,3.344598315526808,241.2171988638848,2.9696322212167257,1.1975263131828895,69.99999889659122,-1.2078048876335384e-09,120.00000012709653,5.399919396768028,15.288,0.0,0.0,0.0087269810254414,9.985811345023833e-13,-2.0300664069272924e-06,1.0606984746503984e-10,1.65758925169738e-08,3.781974816502462,71.78047399173725,2.969645854917955,18.252158555020753
0.09,31.222215816576487,131.01039237642703,3.090615345633256,3.742462701290812,0.0001151338990646,54.201679520403935,0.0002823035586269,3.3426291480478945,563.0937377043176,3.51321268100106,1.4145118807504564,69.99999749616813,-1.7297848620758175e-09,120.00000018807135,7.55769919090588,15.288,0.0,0.0,0.0103244268246441,2.1163140616581137e-12,-3.495852759681344e-06,1.6010488766737046e-10,3.3769167939526324e-08,3.742462703059233,68.72426813392622,3.513230766191634,54.30465203399843
0.1,31.222215749705686,131.01039251372544,3.124850470010186,3.803279151767724,0.0001458380012471,51.48357674082691,0.0003215629160157,3.3405726337200288,538.7437595981919,3.9608940619046136,1.598607884800665,69.99999513841028,-2.264625619290124e-09,120.00000025912485,9.606512346717734,15.288,0.0,0.0,0.0116400515445924,3.953209873846066e-12,-5.491676054424043e-06,2.4454780197792576e-10,5.980802980388759e-08,3.8032791545596942,66.30140454574848,3.96091697008428,51.59184140591588
