Time,Latitude,Longitude,Altitude,Angle of Attack,Angle of Sideslip,X-Acceleration,Y-Acceleration,Z-Acceleration,Thrust,True Velocity,Ground Velocity,Pitch,Roll,Yaw,Dynamic Pressure,cp,cg,parachute_deploy_gain,Wind Speed,Wind Direction,Mach,omega_x,omega_y,omega_z,Cmq,Angle of Attack(total),Angle of Attack(gust),True Velocity(gust),Acceleration
0.0,31.2222,131.01,3.0000000040022825,0.0,0.0,0.0,0.0,0.0,2.2828121974499247,0.0,0.0,67.99999999634184,8.490386280417547e-15,130.64999999297152,0.0,1.274,1.0412389379908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,90.0,0.0,0.0
0.01,31.22219999999717,131.01000000000383,3.0000012139106165,0.0,0.0,0.0,0.0,0.0,34.24218696174923,7.845762619629479e-11,7.591018972011158e-11,67.9999999963476,-3.311250649363381e-13,130.64999999297277,3.769248974173652e-21,1.274,1.0412376346947911,0.0,0.0,0.0,2.305665116573135e-13,-2.574980159653073e-19,6.1663998560113055e-19,6.708500942254061e-19,-1.4498085693660434e-31,0.0,89.99999999950053,7.845762619629479e-11,0.0
0.02,31.22219999999467,131.01000000000735,3.0000022876172663,0.0,0.0,0.0,0.0,0.0,25.871876237766408,1.6261988979380288e-10,1.5732531302746978e-10,67.99999999635375,-7.047020612748928e-13,130.64999999297413,1.6193168015536526e-20,1.274,1.041236478156905,0.0,0.0,0.0,4.778974656015622e-13,-5.319366908757006e-19,1.2468324983583301e-18,1.3688052427629493e-18,-6.076109493911186e-31,0.0,89.99999999896473,1.6261988979380288e-10,0.0
0.03,31.222199998994725,131.0100000013748,3.0001555990088047,22.006883198354487,-0.0001084744621414,9.901253355584878,-1.384990184361114e-05,3.6689998929503456,180.34219359854663,0.0734355211072355,0.0510189451742731,67.99999999606516,-8.167751601661874e-12,130.64999999367996,0.0033021504232181,1.274,1.041228904886257,0.0,0.0,0.0,0.0002158078543006,1.6579348571105212e-15,-3.084721505165847e-08,6.377336226920556e-12,6.788376967780045e-12,22.00688319860855,89.56645973066189,0.0734184819785672,10.559184543616153
0.04,31.222199993110056,131.01000000943594,3.001432473822649,11.4121869867508,-3.130115511742885e-05,48.6830907691764,1.3533128099558488e-05,3.6688278057869352,548.6359724538078,0.3244979002580698,0.1786874633841117,67.99999988619729,-5.326868326986457e-11,130.64999999783916,0.0644775043499067,1.274,1.0412113771383462,0.0,0.0,0.0,0.000953614756626,1.0926444821081525e-13,-6.856986266709569e-07,1.325919493015519e-11,6.66789767315731e-10,11.412186986793143,87.97588792104636,0.3244929834841215,48.821139113180955
0.05,31.222199976101983,131.0100000327837,3.0064730314071886,6.4962772383096015,1.5093433211737488e-05,71.15654759693011,7.387065602942033e-05,3.6682208901733935,761.6984298824644,0.8917623094726895,0.4254612945852075,67.99999870539463,-2.0085705703457764e-10,130.6500000098673,0.486947850480301,1.274,1.0411783490946764,0.0,0.0,0.0,0.0026206571610779,1.201137103733034e-12,-4.928858584909635e-06,2.295158527343628e-11,1.3171614648289393e-08,6.496277238327066,84.37780073076628,0.8917646803436343,71.25103585505786
0.06,31.22219994377908,131.0100000771918,3.017068890304216,5.215614147050442,4.908595787302524e-05,53.15373636357787,0.0001397001096653,3.6672008744704647,590.4875390737208,1.51335860227271,0.6921200264145123,67.99999314672671,-4.518752049096436e-10,130.6500000327759,1.4023857334861094,1.274,1.0411428272531282,0.0,0.0,0.0,0.0044473672975439,6.2740765748438106e-12,-1.7647032973354782e-05,1.1164984226459367e-10,8.003070649125718e-08,5.215614147280725,80.49488889813817,1.5133663126769423,53.28009057501661
0.07,31.22219989659568,131.01000014203433,3.033026094975196,4.653366004977883,7.973725345188228e-05,81.1139101800765,0.0002067982763049,3.665757416534445,855.2937749779139,2.147686935876143,0.9634353355603464,67.99997733668087,-5.807758146262713e-10,130.65000006647747,2.824392639111269,1.274,1.0411038001485082,0.0,0.0,0.0,0.0063114944130462,2.0638728658088848e-11,-4.2711787070143765e-05,4.640904195974695e-10,2.748914022445775e-07,4.653366005659524,76.62355172346953,2.1476994609746263,81.19670068531825
0.08,31.222199831880385,131.01000023099107,3.055486803150373,4.382423212794944,0.0001128107543971,16.36757506152227,0.0002715383221356,3.6639041540287938,241.2171988638848,2.759784432386577,1.2263413267879637,67.99994269723707,-3.293412686216952e-11,130.6500001134831,4.663720389763334,1.274,1.0410676072544631,0.0,0.0,0.0,0.0081102921232064,5.205311830576648e-11,-8.630425630230976e-05,1.429576965079936e-09,7.137545290004679e-07,4.382423214244086,73.00369764568107,2.75980215265844,16.77264758820766
0.09,31.222199754881647,131.01000033683212,3.0822081792747844,4.347413261497021,0.0001471994316423,50.35588031895104,0.0003251488157978,3.6618192024411926,563.0937377043176,3.265182024947449,1.4491361044956543,67.99987839670092,2.3401419355966807e-09,130.65000017124356,6.528236262183857,1.274,1.041033515145738,0.0,0.0,0.0,0.0095955277262855,1.1029865789905443e-10,-0.0001482819467372,3.3253226306166526e-09,1.4508952666030556e-06,4.347413263984211,70.11927428571245,3.265205146980102,50.48884631949525
