group_key,landed_longitude,landed_latitude,landing_range
"(1.0,)",131.01353623347205,31.220864524963755,-1285721.5561212662
"(1.0,)",131.01355174517218,31.22079302000944,-1285727.0538910092
"(1.0,)",131.01349899511544,31.22067662542401,-1285740.4198561297
"(1.0,)",131.01340716910923,31.2205794246684,-1285754.2869825764
"(1.0,)",131.0133267628511,31.22055504865676,-1285761.013633307
"(1.0,)",131.01330533793808,31.220622335137687,-1285756.2268632865
"(1.0,)",131.01335945157587,31.22074517228282,-1285742.2092239154
"(1.0,)",131.01345712512395,31.220846597032114,-1285727.6343238077
"(2.0,)",131.01361417150167,31.22102610089151,-1285702.7350792552
"(2.0,)",131.0136430202276,31.220879431524004,-1285714.180054022
"(2.0,)",131.0135427825217,31.22065280920961,-1285740.0641078085
"(2.0,)",131.01336249711997,31.220465359026026,-1285766.9878727826
"(2.0,)",131.0131988010708,31.220412992418183,-1285780.9267626484
"(2.0,)",131.01314901043773,31.220542208821445,-1285772.2239176475
"(2.0,)",131.01325880380165,31.2207917423372,-1285743.7558734952
"(2.0,)",131.0134577983032,31.220997516116263,-1285714.138776337
"(3.0,)",131.01367251418367,31.221189391233203,-1285684.8707985568
"(3.0,)",131.01371480306076,31.22096580822941,-1285702.4130767018
"(3.0,)",131.01357161516776,31.220636660439624,-1285739.871468632
"(3.0,)",131.01330839102732,31.220365645615846,-1285778.943178273
"(3.0,)",131.0130588264794,31.22028456541174,-1285800.3048052788
"(3.0,)",131.01297385144608,31.22046973315684,-1285788.605156647
"(3.0,)",131.01313228863603,31.2208507620986,-1285745.6572639162
"(3.0,)",131.01344285814503,31.22115875427601,-1285700.607295958
"(4.0,)",131.01371097562173,31.221351432958112,-1285668.2436998284
"(4.0,)",131.01376893745586,31.221051162683267,-1285691.73660539
"(4.0,)",131.01358924826852,31.220626257956248,-1285739.8006023099
"(4.0,)",131.01324665159297,31.22028043300555,-1285790.0376733413
"(4.0,)",131.01291014897194,31.22017158240327,-1285818.7985178656
"(4.0,)",131.0127822837418,31.220404380951592,-1285805.2804270457
"(4.0,)",131.01298222740888,31.220921407763868,-1285747.8554755028
"(4.0,)",131.013409403357,31.22132695022176,-1285687.5039418903
"(5.0,)",131.01373260300758,31.221509618118983,-1285652.9137987066
"(5.0,)",131.01380944313993,31.22113396077049,-1285682.059822312
"(5.0,)",131.01360082946772,31.220619054077872,-1285739.787200911
"(5.0,)",131.01318082292028,31.220206657015154,-1285800.3439062187
"(5.0,)",131.0127560564509,31.220075721505523,-1285836.072092209
"(5.0,)",131.0125784608875,31.22035176013493,-1285821.5145044324
"(5.0,)",131.01284564716786,31.220985046371982,-1285749.9152512746
"(5.0,)",131.01336045532173,31.221499442267103,-1285674.8950060247
"(6.0,)",131.01373603305416,31.221661255540976,-1285639.198278851
"(6.0,)",131.01384216100948,31.22121361611909,-1285673.1042739106
"(6.0,)",131.01360400337427,31.22061623331976,-1285739.8590106657
"(6.0,)",131.01311215816932,31.220143377737685,-1285809.8747287379
"(6.0,)",131.0126005060083,31.21999454122813,-1285852.1191747396
"(6.0,)",131.01236527134503,31.220308084521303,-1285837.481468997
"(6.0,)",131.01281692773637,31.22090142578752,-1285758.9978455538
"(6.0,)",131.01329671264247,31.221673172661223,-1285663.0136213002
"(7.0,)",131.01372545243296,31.22180480965048,-1285626.9969980533
"(7.0,)",131.01385970187127,31.221290162002912,-1285665.2854133246
"(7.0,)",131.0136082177363,31.220613121061216,-1285739.8978987716
"(7.0,)",131.0130441090626,31.22008654144601,-1285818.796164147
"(7.0,)",131.01244640974002,31.219931591541663,-1285866.4583250124
"(7.0,)",131.01214836222533,31.220277452186824,-1285852.4961485446
"(7.0,)",131.01271364424963,31.22108781854984,-1285748.22653875
"(7.0,)",131.01321854268394,31.221842681199984,-1285652.3258872621
"(8.0,)",131.01370154220632,31.221938278897326,-1285616.449870594
"(8.0,)",131.01387808279532,31.221363274339925,-1285657.7251636905
"(8.0,)",131.0136020012552,31.220615285411643,-1285740.0569058931
"(8.0,)",131.01297537868066,31.220037704721346,-1285827.0428488639
"(8.0,)",131.01229506209222,31.219875692318336,-1285880.0131828368
"(8.0,)",131.01192973973198,31.220256613693177,-1285866.734706982
"(8.0,)",131.01231642329867,31.221235007499203,-1285757.5970977154
"(8.0,)",131.01312978410843,31.222008671248616,-1285642.5517279827
