wind_speed,30.000000,75.000000,120.000000,165.000000,210.000000,255.000000,300.000000,345.000000
1.000000,-1285721.556121,-1285727.053891,-1285740.419856,-1285754.286983,-1285761.013633,-1285756.226863,-1285742.209224,-1285727.634324
2.000000,-1285702.735079,-1285714.180054,-1285740.064108,-1285766.987873,-1285780.926763,-1285772.223918,-1285743.755873,-1285714.138776
3.000000,-1285684.870799,-1285702.413077,-1285739.871469,-1285778.943178,-1285800.304805,-1285788.605157,-1285745.657264,-1285700.607296
4.000000,-1285668.243700,-1285691.736605,-1285739.800602,-1285790.037673,-1285818.798518,-1285805.280427,-1285747.855476,-1285687.503942
5.000000,-1285652.913799,-1285682.059822,-1285739.787201,-1285800.343906,-1285836.072092,-1285821.514504,-1285749.915251,-1285674.895006
6.000000,-1285639.198279,-1285673.104274,-1285739.859011,-1285809.874729,-1285852.119175,-1285837.481469,-1285758.997846,-1285663.013621
7.000000,-1285626.996998,-1285665.285413,-1285739.897899,-1285818.796164,-1285866.458325,-1285852.496149,-1285748.226539,-1285652.325887
8.000000,-1285616.449871,-1285657.725164,-1285740.056906,-1285827.042849,-1285880.013183,-1285866.734707,-1285757.597098,-1285642.551728
