Time,Latitude,Longitude,Altitude,Angle of Attack,Angle of Sideslip,X-Acceleration,Y-Acceleration,Z-Acceleration,Thrust,True Velocity,Ground Velocity,Pitch,Roll,Yaw,Dynamic Pressure,cp,cg,parachute_deploy_gain,Wind Speed,Wind Direction,Mach,omega_x,omega_y,omega_z,Cmq,Angle of Attack(total),Angle of Attack(gust),True Velocity(gust),Acceleration
12.0,31.222678751650275,131.01267867530666,104.2229403176178,-1.17350073313332,-1.694154279735766,-4.635983567614127,-2.423957372779374,-1.839945283877856,0.0,27.126688708551,13.336000803457804,-60.554659295127095,-88.6682833764667,37.2620349616732,446.223718442796,1.274,1.0150000015428002,1.0,17.40038500597548,165.0000707061107,0.079809440763096,2.7449101289765943e-05,-0.109334948885511,-0.0802995010861004,0.0091225620686346,2.0607914318134872,16.692733922347678,26.86061035260929,5.545566844958597
12.01,31.222678167118943,131.01267990337053,103.98318494553568,-1.2162123844671406,-1.7480036517609991,-4.5528484284991295,-2.3562926969229667,-1.7954445820717928,0.0,27.057427595056726,13.330212971210024,-60.602052147646845,-88.77750183324059,37.38744324626556,443.9582317787341,1.274,1.0150000015428002,1.0,17.393732579411214,165.0000707061107,0.0796054518486155,2.7456926144165823e-05,-0.1077211134739445,-0.0824877698436315,0.0089651672378344,2.129373233707204,16.685164248674116,26.782894415723955,5.431773682118066
12.02,31.22267757736361,131.01268112737452,103.74381762741308,-1.2579448796966033,-1.8004329097858909,-4.470712923596073,-2.2879795710737296,-1.750511370794749,0.0,26.98903526704306,13.3248557429281,-60.65056286351912,-88.88540574577746,37.51128394009088,441.7268801819853,1.274,1.0150000015428002,1.0,17.38709105453249,165.0000707061107,0.0794040204290672,2.7465624996518263e-05,-0.106060320601829,-0.0847341595674027,0.0088048377235328,2.1962383942693418,16.67869286954568,26.70627046759237,5.318497402663781
12.03,31.222676982430965,131.0126823473568,103.5048329478108,-1.2985702232474288,-1.851477578930438,-4.389536799513998,-2.2190451088294534,-1.705220008581254,0.0,26.92148126720823,13.319917530357229,-60.70022906221399,-88.99195160420211,37.63350733927052,439.5284557825806,1.274,1.0150000015428002,1.0,17.380398985698466,165.0000707061107,0.0792050568684712,2.7475209490218365e-05,-0.1043543224445476,-0.0870362414872364,0.0086417249905934,2.2613418226349475,16.673281215120422,26.630702461493755,5.205763132046383
12.04,31.22267638236704,131.012683563355,103.2662255678112,-1.338128940537341,-1.90106447527158,-4.3093121724841685,-2.149552895477412,-1.6595843239390409,0.0,26.85476517855104,13.315386483161328,-60.75108711230151,-89.09709756568866,37.75406573603716,437.3627416724624,1.274,1.0150000015428002,1.0,17.373693292207673,165.0000707061107,0.0790085599126196,2.7485690528459064e-05,-0.1026050083938205,-0.0893916723433619,0.0084759998002667,2.324645788325881,16.668993240253087,26.55620145764911,5.093620439200369
12.05,31.2226757772174,131.01268477540594,103.02799022004956,-1.3766404837264774,-1.9491363012378569,-4.230029100124152,-2.0795614311074164,-1.613624228064652,0.0,26.78888255178393,13.311251466397888,-60.803172165617056,-89.20080355193214,37.87291353350213,435.22939257703774,1.274,1.0150000015428002,1.0,17.36699818534184,165.0000707061107,0.0788145164442659,2.749707828678388e-05,-0.1008141808630846,-0.0917980568532016,0.0083078222897132,2.3861140349272696,16.665878412056237,26.4827719882176,4.982118533620403
12.06,31.22267516702687,131.01268598354582,102.79012170771944,-1.414083882873218,-1.995664474002968,-4.15167160321106,-2.009119396121573,-1.5673733374517405,0.0,26.72382178422856,13.307501679840868,-60.85651811057416,-89.30303112117329,37.990007101737966,433.12783525656425,1.274,1.0150000015428002,1.0,17.360313517365796,165.0000707061107,0.0786228923008255,2.750938215950972e-05,-0.0989835847579269,-0.0942529683679874,0.0081373436928731,2.445710771032911,16.66395902275861,26.410406922775007,4.871303421850831
12.07,31.22267455183975,131.01268718781023,102.55261490656233,-1.4504393456766118,-2.0406217481752345,-4.07422491220643,-1.9382746266330144,-1.5208645883622736,0.0,26.65957151278803,13.304126489338415,-60.91115753839424,-89.40374336920775,38.10530466722025,431.0575102965696,1.274,1.0150000015428002,1.0,17.353639142583425,165.0000707061107,0.0784336540251008,2.7522610740132446e-05,-0.0971149614994709,-0.0967539846994135,0.0079647132927969,2.5034020407105384,16.663256100404134,26.339099159699757,4.761223189436428
12.08,31.22267393169969,131.01268838823415,102.31546476188414,-1.485688088372016,-2.083982317519001,-3.9976753639135767,-1.8670740892069044,-1.4741302928160358,0.0,26.596120567443776,13.30111549127798,-60.9671217308539,-89.50290488537118,38.21876626523522,429.0178704018238,1.274,1.0150000015428002,1.0,17.34697491701904,165.0000707061107,0.0782467687284698,2.753677182185687e-05,-0.0952100477912556,-0.0992986894217679,0.0077900783609067,2.55915570036763,16.663789346747542,26.26884156382397,4.651927997081128
12.09,31.2226733066498,131.01268958485187,102.07866628756308,-1.5198052978397802,-2.1257264606946813,-3.9220090402045575,-1.7955622976242822,-1.427204697037506,0.0,26.53345677909681,13.29845850880177,-61.02444064917516,-89.6004817079916,38.3303536915606,427.0083418429909,1.274,1.0150000015428002,1.0,17.34031661756768,165.0000707061107,0.0780622005834989,2.755187239857929e-05,-0.0932705746437149,-0.101884673257639,0.0076135837898996,2.6129410979790824,16.66557264327582,26.19962504515238,4.543469172707347
