group_key,landed_longitude,landed_latitude,landing_range
"(1.0,)",131.01377525823062,31.2207444921922,-1285718.7247870613
"(1.0,)",131.01377887619384,31.22067947443292,-1285724.3176584013
"(1.0,)",131.01372216160823,31.220566490925208,-1285737.6040034995
"(1.0,)",131.0136357556676,31.22046805263588,-1285751.2745731876
"(1.0,)",131.013567839054,31.22043807512484,-1285757.7934325014
"(1.0,)",131.01355962649467,31.220498214814818,-1285752.8957049337
"(1.0,)",131.0136207484196,31.220616163299866,-1285738.9170749984
"(1.0,)",131.01371002546577,31.220720330248973,-1285724.5731046898
"(2.0,)",131.0138506571036,31.22090531326713,-1285700.1147454323
"(2.0,)",131.01385441010956,31.22077180480112,-1285711.8073702333
"(2.0,)",131.013744815094,31.220553235168,-1285737.5033177924
"(2.0,)",131.01357734381608,31.2203628528234,-1285763.9629533975
"(2.0,)",131.0134392139909,31.22029818301656,-1285777.5511408576
"(2.0,)",131.0134181557434,31.220411411322285,-1285768.646799512
"(2.0,)",131.0135412079166,31.22065233328327,-1285740.1957084348
"(2.0,)",131.01372480951943,31.22086389150784,-1285710.93444658
"(3.0,)",131.0139058433545,31.221068375261822,-1285682.4494427105
"(3.0,)",131.01391422422716,31.22086296579753,-1285700.291480588
"(3.0,)",131.01375850809467,31.22054462198871,-1285737.496023714
"(3.0,)",131.01351240296952,31.22027018612287,-1285775.9034337169
"(3.0,)",131.01329773737817,31.22017231457469,-1285796.7860516205
"(3.0,)",131.01325567285053,31.220331762931497,-1285784.9496955415
"(3.0,)",131.01343967638127,31.220699024193564,-1285741.781482122
"(3.0,)",131.01372376902435,31.221018864280342,-1285697.1743444847
"(4.0,)",131.013943120239,31.221231523390035,-1285665.7906216744
"(4.0,)",131.01395621319278,31.220952556009568,-1285689.9250010543
"(4.0,)",131.01376256376156,31.22054100927756,-1285737.5885299079
"(4.0,)",131.0134403660402,31.2201914608972,-1285787.002533309
"(4.0,)",131.01314673380057,31.220062566513903,-1285815.1229513625
"(4.0,)",131.01307507079085,31.220259744337127,-1285801.5982767374
"(4.0,)",131.01331176965667,31.220758383792248,-1285743.7311890104
"(4.0,)",131.01370266350037,31.221182579178933,-1285683.77099045
"(5.0,)",131.0139605429637,31.221391021746275,-1285650.5815591677
"(5.0,)",131.01398547993236,31.221039417582585,-1285680.522234863
"(5.0,)",131.01376153105068,31.22054014717399,-1285737.7238813532
"(5.0,)",131.01336501089858,31.220123970962263,-1285797.287650305
"(5.0,)",131.01299018785383,31.219967021342285,-1285832.5072114493
"(5.0,)",131.01287862097828,31.22019952591136,-1285818.0920814553
"(5.0,)",131.01316400539,31.22082756721109,-1285745.9295068732
"(5.0,)",131.01366371081645,31.221351536997247,-1285670.9108680333
"(6.0,)",131.0139589599797,31.22154430768076,-1285637.0027425792
"(6.0,)",131.01400763122084,31.22112285359028,-1285671.8278510023
"(6.0,)",131.01375696349277,31.220541188652007,-1285737.889642484
"(6.0,)",131.0132870226498,31.22006686871122,-1285806.7955756867
"(6.0,)",131.01283046057233,31.21988889125697,-1285848.5187157537
"(6.0,)",131.01267150115623,31.22015261493481,-1285834.0035499795
"(6.0,)",131.01308404998994,31.220862147234552,-1285747.3736827304
"(6.0,)",131.0136078500077,31.221523511136063,-1285658.7393925828
"(7.0,)",131.01394591019076,31.221690819101745,-1285624.677408847
"(7.0,)",131.01402015818095,31.221202936113706,-1285663.9774886642
"(7.0,)",131.0137462425076,31.220545479225088,-1285738.1141052463
"(7.0,)",131.01321040016947,31.220015757266967,-1285815.691958174
"(7.0,)",131.0126716895451,31.21982256585272,-1285863.4234732522
"(7.0,)",131.0124556794015,31.22011592755488,-1285849.4962614423
"(7.0,)",131.01273769193935,31.22093387314577,-1285760.5916083085
"(7.0,)",131.01353643340627,31.22169495032073,-1285647.4966883464
"(8.0,)",131.01392000220991,31.22182877729592,-1285613.8429608098
"(8.0,)",131.01402382643172,31.22127917789149,-1285656.9712478858
"(8.0,)",131.01373001117875,31.220552648532344,-1285738.3938830802
"(8.0,)",131.01313362257687,31.219973455488656,-1285823.8115542906
"(8.0,)",131.01251490135795,31.219773683568647,-1285876.6605794146
"(8.0,)",131.0122366154168,31.220091413842614,-1285864.0871949957
"(8.0,)",131.012611572364,31.221208491552733,-1285743.246868015
"(8.0,)",131.01345121580633,31.22186277107794,-1285637.3583634638
"(9.0,)",131.01388591222084,31.22195914594824,-1285604.1486739535
"(9.0,)",131.01402464198037,31.22135156500995,-1285650.4702807246
"(9.0,)",131.0137122029475,31.22056071581285,-1285738.6828792882
"(9.0,)",131.013056902505,31.21993925922205,-1285831.2051175192
"(9.0,)",131.01236213884167,31.21973107513405,-1285889.1103376322
"(9.0,)",131.0120214178108,31.220081513097025,-1285877.1563220995
"(9.0,)",131.01249670966493,31.221140816307248,-1285755.7859144204
"(9.0,)",131.0133558022355,31.222025993828687,-1285628.207637035
