wind_speed,30.000000,75.000000,120.000000,165.000000,210.000000,255.000000,300.000000,345.000000
1.000000,-1285718.724787,-1285724.317658,-1285737.604003,-1285751.274573,-1285757.793433,-1285752.895705,-1285738.917075,-1285724.573105
2.000000,-1285700.114745,-1285711.807370,-1285737.503318,-1285763.962953,-1285777.551141,-1285768.646800,-1285740.195708,-1285710.934447
3.000000,-1285682.449443,-1285700.291481,-1285737.496024,-1285775.903434,-1285796.786052,-1285784.949696,-1285741.781482,-1285697.174344
4.000000,-1285665.790622,-1285689.925001,-1285737.588530,-1285787.002533,-1285815.122951,-1285801.598277,-1285743.731189,-1285683.770990
5.000000,-1285650.581559,-1285680.522235,-1285737.723881,-1285797.287650,-1285832.507211,-1285818.092081,-1285745.929507,-1285670.910868
6.000000,-1285637.002743,-1285671.827851,-1285737.889642,-1285806.795576,-1285848.518716,-1285834.003550,-1285747.373683,-1285658.739393
7.000000,-1285624.677409,-1285663.977489,-1285738.114105,-1285815.691958,-1285863.423473,-1285849.496261,-1285760.591608,-1285647.496688
8.000000,-1285613.842961,-1285656.971248,-1285738.393883,-1285823.811554,-1285876.660579,-1285864.087195,-1285743.246868,-1285637.358363
9.000000,-1285604.148674,-1285650.470281,-1285738.682879,-1285831.205118,-1285889.110338,-1285877.156322,-1285755.785914,-1285628.207637
