group_key,landed_longitude,landed_latitude,landing_range
"(1.0,)",131.0138227497918,31.22073211256487,-1285717.139527602
"(1.0,)",131.01383025875288,31.22066169553979,-1285722.9935521558
"(1.0,)",131.01377183505943,31.22054187926412,-1285736.985976731
"(1.0,)",131.01367935555288,31.220438743354432,-1285751.4193514674
"(1.0,)",131.0136040166258,31.22040897440945,-1285758.3398816157
"(1.0,)",131.0135916541867,31.220474346436404,-1285753.210545588
"(1.0,)",131.01365426322343,31.220599448270303,-1285738.5098243984
"(1.0,)",131.01375016532236,31.22070844687505,-1285723.3598685453
"(2.0,)",131.01390335668248,31.220901247930545,-1285697.4931740984
"(2.0,)",131.01391462074525,31.22075686967504,-1285709.7297989654
"(2.0,)",131.0138017343531,31.220524999092536,-1285736.7982147345
"(2.0,)",131.01362243874135,31.220325399208622,-1285764.749336367
"(2.0,)",131.0134697524506,31.22026123085892,-1285779.117027555
"(2.0,)",131.01343972297272,31.22038446176956,-1285769.8286979452
"(2.0,)",131.01356568381107,31.22064004432415,-1285739.9055852203
"(2.0,)",131.01376287363811,31.220860936940127,-1285709.04253576
"(3.0,)",131.0139633869708,31.221072723357725,-1285678.8033269225
"(3.0,)",131.01398241303175,31.220851065596666,-1285697.4915192048
"(3.0,)",131.01382193373695,31.22051317344573,-1285736.7089773456
"(3.0,)",131.01355843900168,31.2202253979626,-1285777.2905734656
"(3.0,)",131.0133222729237,31.22012753158688,-1285799.3901325273
"(3.0,)",131.01326682695608,31.22030198498932,-1285786.9734306072
"(3.0,)",131.01345458772377,31.22069141305717,-1285741.6158110462
"(3.0,)",131.01375935162457,31.22102527204227,-1285694.5880857063
"(4.0,)",131.0140054314425,31.22124366157261,-1285661.179873966
"(4.0,)",131.01403186623085,31.220943661788,-1285686.4343261376
"(4.0,)",131.01383135904592,31.220506873035063,-1285736.7371078704
"(4.0,)",131.01348716536495,31.22013980851176,-1285788.958553321
"(4.0,)",131.01316571097988,31.22001019989879,-1285818.7180054819
"(4.0,)",131.0130749768436,31.22022718056199,-1285804.5073350589
"(4.0,)",131.01331655576016,31.22075590356898,-1285743.6813320138
"(4.0,)",131.01373547007347,31.221198439988736,-1285680.498981915
"(5.0,)",131.01402689178784,31.221410960541167,-1285645.0465753009
"(5.0,)",131.01406745592288,31.221033236778894,-1285676.431554141
"(5.0,)",131.01383489981637,31.220503714686032,-1285736.8182555381
"(5.0,)",131.0134117851271,31.220066218672777,-1285799.7890307687
"(5.0,)",131.013002801254,31.219907643231245,-1285837.087822565
"(5.0,)",131.0128670224218,31.22016416393779,-1285821.9020998077
"(5.0,)",131.01315965758462,31.22082944654696,-1285746.0081307627
"(5.0,)",131.01369370259053,31.221377779357265,-1285666.872526424
"(6.0,)",131.01402912924243,31.221571512581832,-1285630.6034835998
"(6.0,)",131.01409525618962,31.221119455715247,-1285667.1691268901
"(6.0,)",131.0138338778285,31.220503033026407,-1285736.9369090826
"(6.0,)",131.01333401162702,31.22000360848231,-1285809.7759438185
"(6.0,)",131.01283757084167,31.21982299251388,-1285853.992374689
"(6.0,)",131.01264854385428,31.22011454183924,-1285838.6985134676
"(6.0,)",131.01306709812437,31.22087057857425,-1285747.5818097696
"(6.0,)",131.01363479097705,31.22155918199717,-1285654.0330832624
"(7.0,)",131.0140192456179,31.221725406146227,-1285617.4405796845
"(7.0,)",131.01411202098487,31.221202092784743,-1285658.8509881708
"(7.0,)",131.0138254169298,31.220506168343736,-1285737.1364090883
"(7.0,)",131.01325699783385,31.21994832379197,-1285819.0666111729
"(7.0,)",131.0126723923889,31.219750096380835,-1285869.8458508702
"(7.0,)",131.01242165375135,31.220075291018645,-1285855.0465686955
"(7.0,)",131.0127087879843,31.22094524876231,-1285761.21407457
"(7.0,)",131.01356043180127,31.221739964415903,-1285642.123905765
"(8.0,)",131.01399626148122,31.22187079757587,-1285605.7777310538
"(8.0,)",131.0141189348091,31.221280708777293,-1285651.44923518
"(8.0,)",131.01381072140964,31.220512577326843,-1285737.3970143278
"(8.0,)",131.01317913215223,31.219902245167106,-1285827.584594381
"(8.0,)",131.01251033423966,31.21969607145588,-1285883.8399196453
"(8.0,)",131.0121916313644,31.220048575134275,-1285870.4544191933
"(8.0,)",131.01249951559404,31.22117360796351,-1285752.7031157722
"(8.0,)",131.0134719597401,31.22191703520852,-1285631.3451011188
"(9.0,)",131.0139643340401,31.222007390138817,-1285595.4059914935
"(9.0,)",131.01412176004618,31.22135538720156,-1285644.6301305564
"(9.0,)",131.0137947441204,31.2205198239307,-1285737.6555068109
"(9.0,)",131.0131012293008,31.219864780622924,-1285835.3365526085
"(9.0,)",131.01235208346398,31.21964886286288,-1285897.0106288386
"(9.0,)",131.0119660874344,31.220036459714244,-1285884.3069310484
"(9.0,)",131.01245069043247,31.221163352862305,-1285756.3825192058
"(9.0,)",131.0133732018243,31.222089316626743,-1285621.5760709355
