Time,Latitude,Longitude,Altitude,Angle of Attack,Angle of Sideslip,X-Acceleration,Y-Acceleration,Z-Acceleration,Thrust,True Velocity,Ground Velocity,Pitch,Roll,Yaw,Dynamic Pressure,cp,cg,parachute_deploy_gain,Wind Speed,Wind Direction,Mach,omega_x,omega_y,omega_z,Cmq,Angle of Attack(total),Angle of Attack(gust),True Velocity(gust),Acceleration
1.3,31.22216159417012,131.01050327684294,27.380586995980767,-3.541496094731438,-0.0506814393539703,24.58135573120856,0.1562735035193543,-15.340706270560368,331.0078106303023,40.52207701569145,19.28448352350225,50.28824101791758,0.1730834422988217,120.17597905929864,1003.1157021275336,1.274,1.0214993775327004,0.0,4.631053185566265,300.00012855656485,0.1191165833468398,1.4192799756077771e-05,-0.598373205243405,-0.0032544056382712,0.0751334657350017,3.541858258778356,12.956835852856845,40.51411599485223,28.975933804999837
1.31,31.222160725140736,131.01050504520964,27.7091360230504,-3.744991959142,-0.0479546356592711,2.670448123649135,0.161896286522824,-15.00333358684616,130.881252320483,40.84676103450676,19.547039677392856,49.94540830603061,0.169633219290816,120.1714730355262,1019.2229067552444,1.274,1.0214458746532016,0.0,4.6402440916055205,300.0001285565649,0.120071452765436,1.441578752279551e-05,-0.5877222529219809,-0.0033963432464985,0.0743850465761496,3.745298538874799,12.92337218325464,40.83922833883158,15.239997451012817
1.32,31.222159844608168,131.01050683679307,28.039587013292497,-3.9727484155495016,-0.0456147720607806,29.64334626793262,0.1659042544530413,-14.428391521134552,376.66406457918,40.80123604335199,19.57334003993373,49.60867814807836,0.1661739416029358,120.16693247349848,1016.9199794817704,1.274,1.0213907112113347,0.0,4.649480909711636,300.0001285565649,0.1199380766810721,1.4632343802263729e-05,-0.5763228316260927,-0.003532574740149,0.0728586698912067,3.973009859683556,13.0051443579256,40.79407089246883,32.96868186733203
1.33,31.22215897367869,131.0105086088395,28.36631005396616,-4.145731044053563,-0.0426398686021021,12.491658841346096,0.1716504360514035,-14.11139000326578,219.91093802105664,41.26848923817206,19.93257248194184,49.27847932333701,0.1627099064057669,120.16236293468924,1040.3121008918772,1.274,1.0213547178302491,0.0,4.658682540299928,300.0001285565649,0.1213120473328892,1.4842696080019984e-05,-0.5642986885937572,-0.0036616276581062,0.0721532793043848,4.145949936255201,12.931719804714632,41.2617913838928,18.846812258444295
1.34,31.22215806848221,131.01051045022368,28.70089886018911,-4.347103543149461,-0.0400461603349108,6.872091691096636,0.1756282492479065,-13.550026771989227,168.16718954544748,41.34402056964928,20.0392029464188,48.95516983909285,0.1592458199191609,120.15777071594664,1044.0900721558578,1.274,1.0212928388838676,0.0,4.667669664520105,300.0001285565649,0.1215345367007592,1.5045712190256444e-05,-0.5515027237181738,-0.0037847666431829,0.0706439335380926,4.347287640752871,12.97859133657768,41.33773013400581,15.19406841548366
1.35,31.22215717507689,131.01051226763866,29.0311839839282,-4.54022123334194,-0.0373961470816306,35.72551994127262,0.1793141457159597,-12.9670534913603,430.6906502522,41.42067584809381,20.147050163263216,48.639191807109206,0.1557854986740857,120.15316097282124,1047.9320720089167,1.274,1.0212455175861788,0.0,4.676793821312416,300.0001285565649,0.1217603257940583,1.5241653262997675e-05,-0.5380729657334952,-0.0039005616758654,0.0690492677230171,4.540374917466065,13.025381519091852,41.414801675463664,38.00643899242497
1.36,31.22215627202284,131.01051410452166,29.362805672678576,-4.676305497084524,-0.0342925535238111,8.743570499629685,0.1846762526214011,-12.590301190548752,184.14688192766988,41.95622516334775,20.559914705882736,48.33090838973505,0.152333138630688,120.1485395584034,1075.1715146350875,1.274,1.0212038946068211,0.0,4.685723605021331,300.0001285565649,0.123335089558172,1.5430222336988426e-05,-0.5240305352807131,-0.0040087871827399,0.0681145496927993,4.676430954150447,12.934088369133471,41.9508385019582,15.329703665401041
1.37,31.22215533789024,131.0105160043084,29.7011162161657,-4.8612965436827045,-0.031632989016916,12.002736089040008,0.1874341171067645,-11.90863593990598,213.0625034286327,41.943755728577614,20.61086459878867,48.03067064927296,0.1488927553533718,120.14391220788777,1074.4976032138704,1.274,1.02114497632441,0.0,4.694609028251318,300.0001285565649,0.1232989050270346,1.5610349107183657e-05,-0.5092254405977593,-0.0041102716481988,0.0661683312029422,4.861399215176505,13.006807892461254,41.93878683053472,16.90906310593876
1.38,31.22215442201861,131.0105178670087,30.033589581128453,-5.017130632440924,-0.0287867080671957,31.04824430319272,0.1906627539617538,-11.29583335268672,385.7953213690772,42.11380737280466,20.78411196799916,47.73891544698046,0.1454678089178966,120.13928395631442,1083.19329120625,1.274,1.0211044521907275,0.0,4.703564544668201,300.0001285565649,0.1237992576064357,1.5782603695110716e-05,-0.493876025700711,-0.0042034693559994,0.064431961575742,5.017213005089908,13.0238436285901,42.10928556746565,33.03975904464434
1.39,31.222153486545988,131.01051976935904,30.3697865165324,-5.1322933469704255,-0.0257359463894893,4.750613157229644,0.1947972296994612,-10.778926948295148,145.3390625710013,42.55128372543656,21.13924549699317,47.455954717249405,0.1420621228571672,120.13466053313655,1105.7787905535029,1.274,1.0210556629341383,0.0,4.712293181587897,300.0001285565649,0.1250857534073618,1.5946426630371265e-05,-0.4779379254700407,-0.0042885641757781,0.0629983299144353,5.13235770049823,12.960253756583633,42.54724113256698,11.780982025579418
