Time,Latitude,Longitude,Altitude,Angle of Attack,Angle of Sideslip,X-Acceleration,Y-Acceleration,Z-Acceleration,Thrust,True Velocity,Ground Velocity,Pitch,Roll,Yaw,Dynamic Pressure,cp,cg,parachute_deploy_gain,Wind Speed,Wind Direction,Mach,omega_x,omega_y,omega_z,Cmq,Angle of Attack(total),Angle of Attack(gust),True Velocity(gust),Angle of Attack(total).1,Angle of Attack(gust).1,True Velocity(gust).1,Angle of Attack(total).2,Angle of Attack(gust).2,True Velocity(gust).2,Angle of Attack(total).3,Angle of Attack(gust).3,True Velocity(gust).3,Angle of Attack(total).4,Angle of Attack(gust).4,True Velocity(gust).4,Angle of Attack(total).5,Angle of Attack(gust).5,True Velocity(gust).5,Angle of Attack(total).6,Angle of Attack(gust).6,True Velocity(gust).6,Angle of Attack(total).7,Angle of Attack(gust).7,True Velocity(gust).7,Acceleration
0.1,31.222215765867222,131.0103924804887,3.11558382635946,4.043760423302013,0.0001442580895622,47.804380216494216,0.0002979001061197,3.341835627301266,538.7437595981919,3.6786568684066,1.498811046919842,69.9999962636353,1.9990307626021462e-06,120.0000002858105,8.286253939006436,1.274,1.0268846934974103,0,0.0,0.0,0.0108106277063127,9.105535933856948e-07,-4.294107784931151e-06,1.0679971637144153e-08,4.9061842381441934e-08,4.043760425870865,67.826653011545,3.67867952841432,4.043760425870865,67.826653011545,3.67867952841432,4.043760425870865,67.826653011545,3.67867952841432,4.043760425870865,67.826653011545,3.67867952841432,4.043760425870865,67.826653011545,3.67867952841432,4.043760425870865,67.826653011545,3.67867952841432,4.043760425870865,67.826653011545,3.67867952841432,4.043760425870865,67.826653011545,3.67867952841432,47.92104582886092
0.11,31.222215695041527,131.0103926258817,3.151381541462526,4.078748614648779,0.0001732975396878,37.67595174642156,0.0003364219160975,3.339770774323005,442.8656393052949,4.116841256355458,1.6796381343676348,69.99999345492859,2.5724827524114645e-06,120.00000038202006,10.3778270174513,1.274,1.026848594915519,0,0.0,0.0,0.0120983439639281,1.03779733698267e-06,-6.289396365675945e-06,1.5534349716308745e-08,8.041799206068992e-08,4.078748618324056,65.48590922736552,4.116868477869336,4.078748618324056,65.48590922736552,4.116868477869336,4.078748618324056,65.48590922736552,4.116868477869336,4.078748618324056,65.48590922736552,4.116868477869336,4.078748618324056,65.48590922736552,4.116868477869336,4.078748618324056,65.48590922736552,4.116868477869336,4.078748618324056,65.48590922736552,4.116868477869336,4.078748618324056,65.48590922736552,4.116868477869336,37.82368846287849
0.12,31.222215616501103,131.01039278710593,3.190979707436296,4.102855916554373,0.000201197123201,41.15923489572513,0.0003752725627076,3.3374558176263727,475.58594813540446,4.559327260346057,1.8619204179550213,69.99998939644107,3.228823574191132e-06,120.00000049587328,12.7285246062469,1.274,1.0268114448194128,0,0.0,0.0,0.0133987031907716,1.1697444247531828e-06,-8.766931145701922e-06,2.2266114512683088e-08,1.2414431868266106e-07,4.102855921479176,63.20815782735969,4.559358864316266,4.102855921479176,63.20815782735969,4.559358864316266,4.102855921479176,63.20815782735969,4.559358864316266,4.102855921479176,63.20815782735969,4.559358864316266,4.102855921479176,63.20815782735969,4.559358864316266,4.102855921479176,63.20815782735969,4.559358864316266,4.102855921479176,63.20815782735969,4.559358864316266,4.102855921479176,63.20815782735969,4.559358864316266,41.294324412404606
0.13,31.222215530650363,131.01039296332857,3.234127717303709,4.196535054660769,0.0002322047850451,45.448306084208205,0.0004066311736153,3.335164996239311,515.9156326236895,4.913648763420044,2.0139480340350566,69.99998379803482,3.974291059588736e-06,120.00000063041637,14.78369360414174,1.274,1.0267795728951312,0,0.0,0.0,0.0144399709974335,1.3074683561785227e-06,-1.1764371526332864e-05,3.128371955139975e-08,1.7953516650099454e-07,4.196535061073565,61.45124889936372,4.913685238062385,4.196535061073565,61.45124889936372,4.913685238062385,4.196535061073565,61.45124889936372,4.913685238062385,4.196535061073565,61.45124889936372,4.913685238062385,4.196535061073565,61.45124889936372,4.913685238062385,4.196535061073565,61.45124889936372,4.913685238062385,4.196535061073565,61.45124889936372,4.913685238062385,4.196535061073565,61.45124889936372,4.913685238062385,45.57051515663791
0.14,31.222215437594105,131.01039315433374,3.2807611079291057,4.247056735971148,0.000260866546975,42.321948057753616,0.0004411163908408,3.332557035843561,486.2390860568404,5.305477156042604,2.1788129912052985,69.99997635603772,4.816351754104111e-06,120.00000078965476,17.235412751324095,1.274,1.0267449573927567,0,0.0,0.0,0.0155914637467332,1.4520944745732068e-06,-1.5321895685041412e-05,4.3022499990930964e-08,2.5247111267934906e-07,4.247056743968117,59.573723171482825,5.305518132863981,4.247056743968117,59.573723171482825,5.305518132863981,4.247056743968117,59.573723171482825,5.305518132863981,4.247056743968117,59.573723171482825,5.305518132863981,4.247056743968117,59.573723171482825,5.305518132863981,4.247056743968117,59.573723171482825,5.305518132863981,4.247056743968117,59.573723171482825,5.305518132863981,4.247056743968117,59.573723171482825,5.305518132863981,42.452953065657624
0.15,31.2222153374446,131.0103933598903,3.330810885679908,4.3115237640218576,0.0002903468491546,40.88661001855606,0.0004731938312522,3.32983321255934,472.54218587214,5.669395859145862,2.334080000624189,69.99996673590874,5.763911136522457e-06,120.00000097840184,19.6808688765842,1.274,1.0267115958081523,0,0.0,0.0,0.0166609387443776,1.604859600816902e-06,-1.9483629962248287e-05,5.7962371205725776e-08,3.430672899925392e-07,4.311523773779671,57.89419901305199,5.669441466722277,4.311523773779671,57.89419901305199,5.669441466722277,4.311523773779671,57.89419901305199,5.669441466722277,4.311523773779671,57.89419901305199,5.669441466722277,4.311523773779671,57.89419901305199,5.669441466722277,4.311523773779671,57.89419901305199,5.669441466722277,4.311523773779671,57.89419901305199,5.669441466722277,4.311523773779671,57.89419901305199,5.669441466722277,41.02197786866041
0.16,31.222215230086288,131.01039358023613,3.384349630942864,4.3426184753238175,0.000317631842175,32.26826041993706,0.0005081769737188,3.326774135998623,391.1218908297564,6.068429064448534,2.50136336530812,69.99995458134053,6.827353500709898e-06,120.00000120251352,22.54867518248824,1.274,1.026675762255412,0,0.0,0.0,0.0178336084633022,1.7670795526553891e-06,-2.4300228092780087e-05,7.664024024929589e-08,4.579911166762054e-07,4.3426184869178215,56.12055432511223,6.06847895794163,4.3426184869178215,56.12055432511223,6.06847895794163,4.3426184869178215,56.12055432511223,6.06847895794163,4.3426184869178215,56.12055432511223,6.06847895794163,4.3426184869178215,56.12055432511223,6.06847895794163,4.3426184869178215,56.12055432511223,6.06847895794163,4.3426184869178215,56.12055432511223,6.06847895794163,4.3426184869178215,56.12055432511223,6.06847895794163,32.439298034006065
0.17,31.222215115899218,131.0103938145886,3.441142076687356,4.391042842701466,0.0003460469194921,40.8394178378974,0.0005404356326311,3.3236237033633924,471.78125980632376,6.435954807938387,2.657811317789597,69.99993950470676,8.018735775115414e-06,120.00000146825997,25.362500865648776,1.274,1.0266409836796937,0,0.0,0.0,0.0189136876182635,1.940178656601928e-06,-2.9800632581268088e-05,9.95478694019387e-08,5.956710935790669e-07,4.391042856310364,54.55173084736204,6.436009164861391,4.391042856310364,54.55173084736204,6.436009164861391,4.391042856310364,54.55173084736204,6.436009164861391,4.391042856310364,54.55173084736204,6.436009164861391,4.391042856310364,54.55173084736204,6.436009164861391,4.391042856310364,54.55173084736204,6.436009164861391,4.391042856310364,54.55173084736204,6.436009164861391,4.391042856310364,54.55173084736204,6.436009164861391,40.97443744765756
0.18,31.2222149943092,131.01039406413017,3.501545893863125,4.421978982961017,0.0003733050753841,33.99120331294751,0.000574167294612,3.3201883415349527,407.10156721191447,6.821866127811743,2.820534636988389,69.9999210990679,9.351781292590597e-06,120.0000017838269,28.49508583526272,1.274,1.0266048342046536,0,0.0,0.0,0.0200477996935447,2.125649733763436e-06,-3.606217713119442e-05,1.2740378235450385e-07,7.640480517147025e-07,4.42197899868703,52.96795471042413,6.8219247664358615,4.42197899868703,52.96795471042413,6.8219247664358615,4.42197899868703,52.96795471042413,6.8219247664358615,4.42197899868703,52.96795471042413,6.8219247664358615,4.42197899868703,52.96795471042413,6.8219247664358615,4.42197899868703,52.96795471042413,6.8219247664358615,4.42197899868703,52.96795471042413,6.8219247664358615,4.42197899868703,52.96795471042413,6.8219247664358615,34.15297283714943
0.19,31.222214865463595,131.01039432855725,3.565470517965728,4.435638553685513,0.0003991139044643,38.44974246864719,0.0006096780757964,3.3164339005244057,448.9531328318269,7.229965124370032,2.990837100852756,69.99989891727418,1.0842226360649977e-05,120.00000215781466,32.00614170058378,1.274,1.026566130444714,0,0.0,0.0,0.0212471183694452,2.32512337805082e-06,-4.312470996161074e-05,1.6083045426998577e-07,9.683341804610398e-07,4.435638571605499,51.362185982012136,7.230027817035541,4.435638571605499,51.362185982012136,7.230027817035541,4.435638571605499,51.362185982012136,7.230027817035541,4.435638571605499,51.362185982012136,7.230027817035541,4.435638571605499,51.362185982012136,7.230027817035541,4.435638571605499,51.362185982012136,7.230027817035541,4.435638571605499,51.362185982012136,7.230027817035541,4.435638571605499,51.362185982012136,7.230027817035541,38.59250484347376
0.2,31.222214729121028,131.01039460836685,3.6330669830306888,4.464060300875577,0.0004263708510278,35.23234029233226,0.0006427133070683,3.312590138975537,418.51563019916136,7.6098700416867535,3.151432858061444,69.99987248139779,1.2507878957498011e-05,120.00000260042752,35.45786487070676,1.274,1.026529240027363,0,0.0,0.0,0.0223635840634623,2.5403322923652807e-06,-5.1055072671530914e-05,2.0061723721697682e-07,1.2066357617632106e-06,4.464060321196055,49.93134118426434,7.609937015863418,4.464060321196055,49.93134118426434,7.609937015863418,4.464060321196055,49.93134118426434,7.609937015863418,4.464060321196055,49.93134118426434,7.609937015863418,4.464060321196055,49.93134118426434,7.609937015863418,4.464060321196055,49.93134118426434,7.609937015863418,4.464060321196055,49.93134118426434,7.609937015863418,4.464060321196055,49.93134118426434,7.609937015863418,35.38772465582688
