group_key,landed_longitude,landed_latitude,landing_range
"(1.0,)",131.01272287346333,31.22104620953755,-1285751.4140416868
"(1.0,)",131.01256060510195,31.22118286966366,-1285748.417761633
"(1.0,)",131.01255922649997,31.221367916074623,-1285731.9960383733
"(1.0,)",131.0127194565725,31.22149225736378,-1285711.8351248421
"(1.0,)",131.01294689651215,31.22148257375425,-1285699.81857996
"(1.0,)",131.0131080946205,31.2213452691092,-1285702.933053823
"(1.0,)",131.0131093562418,31.221161307577688,-1285719.265014866
"(1.0,)",131.012950161484,31.221037585116687,-1285739.3120041478
"(2.0,)",131.01260996661728,31.22082904676065,-1285777.1716509224
"(2.0,)",131.0122852649827,31.22110153911993,-1285771.2623699394
"(2.0,)",131.01228302021033,31.221471639002225,-1285738.3896252625
"(2.0,)",131.0126031235749,31.221720685802115,-1285698.0554107295
"(2.0,)",131.01305741051348,31.22170060424786,-1285674.1192412137
"(2.0,)",131.01337796011623,31.221425760453847,-1285680.4737821952
"(2.0,)",131.0133798999952,31.221059690783875,-1285713.005815811
"(2.0,)",131.01306348303103,31.220813172908795,-1285752.9053172413
"(3.0,)",131.0124956729672,31.2206109200018,-1285803.093793439
"(3.0,)",131.012008339329,31.221019517267024,-1285794.2585745957
"(3.0,)",131.01200574081665,31.221575762196792,-1285744.8088113496
"(3.0,)",131.01248619256532,31.22195083597064,-1285684.1564477968
"(3.0,)",131.01316765718872,31.221920360479945,-1285648.2812111203
"(3.0,)",131.01364677641652,31.221506253403728,-1285658.0739371954
"(3.0,)",131.01364867200536,31.220958738471808,-1285706.788183945
"(3.0,)",131.01317608751685,31.22058944524627,-1285766.4785764616
"(4.0,)",131.0123795675017,31.22039142000584,-1285829.2410293021
"(4.0,)",131.0117300182193,31.220936488156035,-1285817.4237846648
"(4.0,)",131.01172893873587,31.22167970514208,-1285751.2175543243
"(4.0,)",131.01236943485597,31.22218201498272,-1285670.1563405788
"(4.0,)",131.01327821573088,31.222141858894425,-1285622.270225461
"(4.0,)",131.01391543579115,31.221587129473544,-1285635.6489709846
"(4.0,)",131.01391634227718,31.220858196169303,-1285700.5968628963
"(4.0,)",131.0132884421465,31.22036552660933,-1285780.0833926545
"(5.0,)",131.01226162586522,31.220169816822818,-1285855.6798261171
"(5.0,)",131.01145035045096,31.220852454157825,-1285840.7550265605
"(5.0,)",131.01145108063787,31.221784043122632,-1285757.651401415
"(5.0,)",131.0122525105878,31.22241496471594,-1285656.008193621
"(5.0,)",131.01338917150127,31.2223661105002,-1285595.991305384
"(5.0,)",131.01418459993232,31.221668530198524,-1285613.1487930347
"(5.0,)",131.01418232890822,31.22075829014988,-1285694.4446182158
"(5.0,)",131.01340033423048,31.22014095518172,-1285793.7729900286
"(6.0,)",131.01214139634493,31.219945002038543,-1285882.5345999983
"(6.0,)",131.0111687519317,31.220767740963176,-1285864.2563416767
"(6.0,)",131.01117074092207,31.221889314132746,-1285764.1431345406
"(6.0,)",131.01213485563866,31.222649615219183,-1285641.7502005736
"(6.0,)",131.01350133586547,31.22259395851509,-1285569.3233198775
"(6.0,)",131.01445560013204,31.221751086599383,-1285590.4417508177
"(6.0,)",131.01444826209033,31.22065840226836,-1285688.2942594835
"(6.0,)",131.01351241592835,31.21991494963185,-1285807.5801161402
"(7.0,)",131.01201944586867,31.21971730554444,-1285909.7438325342
"(7.0,)",131.0108847700379,31.220682375458622,-1285887.9509704267
"(7.0,)",131.01088779855695,31.22199556299228,-1285770.6956268714
"(7.0,)",131.01201615317188,31.22288619753007,-1285627.379716063
"(7.0,)",131.0136148252592,31.22282485135524,-1285542.3088594591
"(7.0,)",131.01472838377444,31.221834792116034,-1285567.5314107125
"(7.0,)",131.01471498065524,31.220558221781666,-1285682.1260022635
"(7.0,)",131.01362517202904,31.219686041801303,-1285821.6082492713
"(8.0,)",131.0118954703459,31.2194858663674,-1285937.4015176888
"(8.0,)",131.01059718503748,31.220596395007288,-1285911.904666541
"(8.0,)",131.01060215948615,31.222102821443418,-1285777.3113906959
"(8.0,)",131.0118949363219,31.22312638903617,-1285612.8302814243
"(8.0,)",131.01373016423273,31.22305954780364,-1285514.85056425
"(8.0,)",131.01500525373305,31.22192038475816,-1285544.221568571
"(8.0,)",131.01498595322732,31.22045643649125,-1285675.8604788026
"(8.0,)",131.01373883857977,31.219453787119537,-1285835.883681439
