wind_speed,30.000000,75.000000,120.000000,165.000000,210.000000,255.000000,300.000000,345.000000
1.000000,-1285720.440308,-1285725.762581,-1285738.295578,-1285751.149253,-1285757.241569,-1285752.594924,-1285739.384078,-1285725.879592
2.000000,-1285702.951329,-1285714.085723,-1285738.298459,-1285763.142419,-1285775.851308,-1285767.421851,-1285740.546238,-1285712.984253
3.000000,-1285686.378259,-1285703.364532,-1285738.379418,-1285774.419781,-1285793.982918,-1285782.767794,-1285741.987377,-1285699.970644
4.000000,-1285670.788435,-1285693.745273,-1285738.552173,-1285784.883949,-1285811.233652,-1285798.506827,-1285743.797774,-1285687.319063
5.000000,-1285656.602023,-1285685.050323,-1285738.759150,-1285794.578971,-1285827.572534,-1285814.043306,-1285745.870336,-1285675.195471
6.000000,-1285644.036376,-1285677.024846,-1285738.989000,-1285803.501022,-1285842.574996,-1285829.045457,-1285747.149438,-1285663.731812
7.000000,-1285632.630101,-1285669.726388,-1285739.266432,-1285811.890551,-1285856.530053,-1285843.630880,-1285760.050868,-1285653.199520
8.000000,-1285622.674266,-1285663.282626,-1285739.592950,-1285819.578703,-1285868.851131,-1285857.332112,-1285738.717059,-1285643.773472
9.000000,-1285613.837542,-1285657.279287,-1285739.898177,-1285826.556937,-1285880.431405,-1285869.530229,-1285755.183495,-1285635.291064
