group_key,landed_longitude,landed_latitude,landing_range
"(1.0,)",131.0137222772991,31.220758896957093,-1285720.4403083602
"(1.0,)",131.01372158780455,31.22069964886743,-1285725.7625814914
"(1.0,)",131.0136665528213,31.2205940469684,-1285738.2955779326
"(1.0,)",131.01358680062208,31.2205005444576,-1285751.149252543
"(1.0,)",131.01352686816037,31.220470280508124,-1285757.2415685423
"(1.0,)",131.01352315511852,31.220524747415404,-1285752.5949241668
"(1.0,)",131.0135829236521,31.2206349452194,-1285739.3840775634
"(1.0,)",131.01366502738867,31.22073425299981,-1285725.8795920524
"(2.0,)",131.01379200678505,31.22091074630299,-1285702.9513288555
"(2.0,)",131.01378733324415,31.2207888486222,-1285714.0857226138
"(2.0,)",131.01368084806438,31.220584937149223,-1285738.298459327
"(2.0,)",131.01352673882937,31.220404188570424,-1285763.142419474
"(2.0,)",131.0134045994835,31.22033922576701,-1285775.8513084883
"(2.0,)",131.0133931948004,31.220440998791503,-1285767.4218509598
"(2.0,)",131.01351305897887,31.22066627731533,-1285740.5462382343
"(2.0,)",131.0136824691828,31.220867790916007,-1285712.9842525073
"(3.0,)",131.01384171047647,31.22106504126801,-1285686.3782587738
"(3.0,)",131.0138378593805,31.22087699558228,-1285703.3645317724
"(3.0,)",131.01368721519725,31.22057998612109,-1285738.3794177559
"(3.0,)",131.0134603168856,31.22031989870554,-1285774.419780901
"(3.0,)",131.01326952532258,31.220221664596743,-1285793.9829178299
"(3.0,)",131.01324257500735,31.22036454898416,-1285782.7677941676
"(3.0,)",131.01342224358507,31.22070778544891,-1285741.9873769493
"(3.0,)",131.0136843296795,31.221012550188384,-1285699.9706442263
"(4.0,)",131.01387418834503,31.221219248882235,-1285670.7884353937
"(4.0,)",131.01387129948537,31.22096363492541,-1285693.7452727254
"(4.0,)",131.01368463867962,31.22057968487803,-1285738.5521730476
"(4.0,)",131.0133869543168,31.220249135566547,-1285784.8839493738
"(4.0,)",131.01312493386365,31.22012002556865,-1285811.233652012
"(4.0,)",131.01307360073903,31.220295346750103,-1285798.5068267824
"(4.0,)",131.01330470195515,31.22076212532224,-1285743.7977737011
"(4.0,)",131.0136661196738,31.22116599573852,-1285687.319063237
"(5.0,)",131.01388684345008,31.221370306549183,-1285656.602023387
"(5.0,)",131.0138930082177,31.221047358375174,-1285685.0503231906
"(5.0,)",131.01367786038455,31.220581667989983,-1285738.7591504515
"(5.0,)",131.01331086779064,31.220188727624265,-1285794.5789713634
"(5.0,)",131.01297461638683,31.22003224869377,-1285827.572534189
"(5.0,)",131.0128893490507,31.220238118230736,-1285814.0433063945
"(5.0,)",131.01316676738037,31.220826476792848,-1285745.8703356988
"(5.0,)",131.01363010032256,31.221324830971167,-1285675.195471118
"(6.0,)",131.01388044479933,31.22151528863332,-1285644.0363755242
"(6.0,)",131.01390823167108,31.22112769248037,-1285677.0248457997
"(6.0,)",131.0136683094024,31.220585155273383,-1285738.9889997607
"(6.0,)",131.01323268030188,31.22013832218945,-1285803.501022361
"(6.0,)",131.01282088639385,31.219961626289862,-1285842.57499579
"(6.0,)",131.01269404848424,31.22019389927427,-1285829.0454572178
"(6.0,)",131.0131019514669,31.2208532936226,-1285747.1494376657
"(6.0,)",131.01357760680233,31.221486728754023,-1285663.731812307
"(7.0,)",131.01386339312256,31.22165403479609,-1285632.6301007979
"(7.0,)",131.0139150190053,31.221205230721623,-1285669.7263882572
"(7.0,)",131.01365331405043,31.220591566145515,-1285739.2664318876
"(7.0,)",131.01315594580703,31.220092966041754,-1285811.8905512446
"(7.0,)",131.01266809688676,31.219902153120447,-1285856.5300528386
"(7.0,)",131.0124900395698,31.220159885102102,-1285843.630880329
"(7.0,)",131.01276006633475,31.22092572785876,-1285760.0508678986
"(7.0,)",131.01350912735967,31.22164833541037,-1285653.1995201106
"(8.0,)",131.01383412177347,31.22178427579123,-1285622.6742659574
"(8.0,)",131.01391302117472,31.221278762975626,-1285663.2826261148
"(8.0,)",131.01363313731588,31.220600716766867,-1285739.592950485
"(8.0,)",131.01307897026027,31.220055628519088,-1285819.5787034896
"(8.0,)",131.01251760333713,31.219859546655755,-1285868.8511308525
"(8.0,)",131.01228249506005,31.22013803352874,-1285857.3321120623
"(8.0,)",131.012714119733,31.221194164946343,-1285738.7170594058
"(8.0,)",131.013427244912,31.22180604973376,-1285643.7734715021
"(9.0,)",131.01379742298835,31.22190668406304,-1285613.83754219
"(9.0,)",131.013909332112,31.22134843028413,-1285657.2792869178
"(9.0,)",131.01361376017095,31.22060959845904,-1285739.8981765804
"(9.0,)",131.01300268388837,31.22002581474769,-1285826.5569368761
"(9.0,)",131.01237110742332,31.219822709870105,-1285880.4314048665
"(9.0,)",131.01207869118036,31.220130665001363,-1285869.5302292851
"(9.0,)",131.0125416981817,31.22111899976805,-1285755.183494769
"(9.0,)",131.01333481348226,31.2219598829828,-1285635.2910635401
