group_key,landed_longitude,landed_latitude,landing_range
"(1.0,)",131.01331480205636,31.22087969291833,-1285732.7423781003
"(1.0,)",131.01327855672216,31.22086190508509,-1285736.380956647
"(1.0,)",131.01323317130067,31.220808808424376,-1285743.6855766932
"(1.0,)",131.01320184587715,31.220748669834705,-1285750.8219549276
"(1.0,)",131.01320166368987,31.220712795607888,-1285754.031162685
"(1.0,)",131.01323497195483,31.220725278471328,-1285751.0319449971
"(1.0,)",131.0132863311455,31.22078212658029,-1285743.0545348043
"(1.0,)",131.01331862165756,31.22084860055336,-1285735.2985800707
"(2.0,)",131.01334390418685,31.220970824759352,-1285722.9682534297
"(2.0,)",131.0132701533885,31.220931530093644,-1285730.6483958415
"(2.0,)",131.01318376957173,31.220831414379425,-1285744.4672746412
"(2.0,)",131.01312490118863,31.2207173469817,-1285757.9721115318
"(2.0,)",131.01312104216905,31.22064253837511,-1285764.861282751
"(2.0,)",131.01318387860576,31.22065991963596,-1285759.7532028153
"(2.0,)",131.0132887164072,31.22077813261188,-1285743.2756074835
"(2.0,)",131.0133571234916,31.220914797071245,-1285727.2156453824
"(3.0,)",131.01335386437407,31.221064573132512,-1285714.0447772166
"(3.0,)",131.01324962815153,31.2209997938918,-1285725.7236610416
"(3.0,)",131.01312979759257,31.220856531433785,-1285745.2838787264
"(3.0,)",131.01304339631628,31.22069591605458,-1285764.4984516415
"(3.0,)",131.0130279736769,31.220585366820004,-1285775.229391682
"(3.0,)",131.01311228494487,31.220601496890367,-1285769.0168296224
"(3.0,)",131.013271206683,31.220783681150017,-1285743.7723565698
"(3.0,)",131.013380551763,31.220992299056377,-1285718.9781764457
"(4.0,)",131.01334772221347,31.2211580264558,-1285706.059465008
"(4.0,)",131.0132153369138,31.2210668405286,-1285721.6870184536
"(4.0,)",131.01307007473218,31.22088467239504,-1285746.1565245735
"(4.0,)",131.012956298952,31.220685749400136,-1285770.337070342
"(4.0,)",131.01292557075547,31.220542888853167,-1285784.8158704673
"(4.0,)",131.0130227620198,31.220550536434125,-1285778.6303207928
"(4.0,)",131.0132285628853,31.22080132774668,-1285744.613583409
"(4.0,)",131.0133837346143,31.22107891016533,-1285711.0748987594
"(5.0,)",131.0133232265337,31.2212490891822,-1285699.3266673533
"(5.0,)",131.013172272207,31.22113117676619,-1285718.3889142813
"(5.0,)",131.01300995485488,31.22091319968862,-1285747.0172312027
"(5.0,)",131.01286809610812,31.220682981661056,-1285775.5785614096
"(5.0,)",131.01281793680147,31.22051289974114,-1285793.5849649834
"(5.0,)",131.0129166703883,31.22051168736307,-1285788.1020873096
"(5.0,)",131.01316536606674,31.220828921332803,-1285745.7317100815
"(5.0,)",131.01336868091497,31.221171650500324,-1285703.6577932704
"(6.0,)",131.01328161605088,31.221335408808883,-1285693.986024607
"(6.0,)",131.01312717385807,31.221192029067023,-1285715.516665717
"(6.0,)",131.01295092030827,31.220941361302472,-1285747.8491123377
"(6.0,)",131.01277952475803,31.220687455857416,-1285780.1951965448
"(6.0,)",131.01270651797793,31.22049801162956,-1285801.2218751477
"(6.0,)",131.01279932052816,31.22048651981184,-1285796.991426128
"(6.0,)",131.01311646697997,31.220850650425543,-1285746.5631562804
"(6.0,)",131.01333605946073,31.22126639808344,-1285697.056563626
"(7.0,)",131.0132312155344,31.221416398718983,-1285689.6184407598
"(7.0,)",131.01307627604626,31.221249575518566,-1285713.2676448775
"(7.0,)",131.01288974624154,31.22097075490675,-1285748.6923239764
"(7.0,)",131.01269443976835,31.22069415821788,-1285784.4157567068
"(7.0,)",131.01259593325076,31.22049219306533,-1285808.002871964
"(7.0,)",131.01267474843087,31.220472238258992,-1285805.319086571
"(7.0,)",131.01306950433383,31.22097564310356,-1285738.0771009356
"(7.0,)",131.01328768645368,31.22136015661152,-1285691.435560877
"(8.0,)",131.01317043078697,31.22149124533747,-1285686.3867428263
"(8.0,)",131.01302116399845,31.221304304295856,-1285711.5085559136
"(8.0,)",131.01282607109508,31.22100149702553,-1285749.5569538411
"(8.0,)",131.01261051894855,31.220706398515222,-1285788.0766175785
"(8.0,)",131.01248624944907,31.220501213355647,-1285813.4097414915
"(8.0,)",131.01254742824176,31.220470514396343,-1285812.6826655334
"(8.0,)",131.01288017334835,31.22116478562384,-1285731.933197994
"(8.0,)",131.01322549666082,31.221449549933407,-1285686.9862858339
