wind_speed,30.000000,75.000000,120.000000,165.000000,210.000000,255.000000,300.000000,345.000000
1.000000,-1285713.232737,-1285719.739858,-1285735.548922,-1285751.923778,-1285759.846247,-1285754.148680,-1285737.552688,-1285720.352420
2.000000,-1285690.915188,-1285704.615290,-1285735.167443,-1285766.847469,-1285783.318878,-1285772.989749,-1285739.246974,-1285704.198599
3.000000,-1285669.664603,-1285690.691390,-1285734.928111,-1285780.863435,-1285806.197745,-1285792.474271,-1285741.273306,-1285687.879305
4.000000,-1285649.627450,-1285678.156281,-1285734.844041,-1285793.806151,-1285828.058532,-1285812.357797,-1285743.712942,-1285671.862207
5.000000,-1285631.217016,-1285666.877750,-1285734.860970,-1285805.802139,-1285848.742862,-1285832.073538,-1285746.379475,-1285656.428066
6.000000,-1285614.712453,-1285656.676537,-1285734.973397,-1285816.749559,-1285867.788676,-1285851.172205,-1285748.248197,-1285641.765591
7.000000,-1285599.787336,-1285647.644159,-1285735.187787,-1285826.699021,-1285885.487321,-1285869.736164,-1285763.427871,-1285628.085235
8.000000,-1285586.543921,-1285639.845991,-1285735.505381,-1285835.713080,-1285901.186470,-1285887.272253,-1285751.867522,-1285615.676285
9.000000,-1285574.927777,-1285632.981901,-1285735.885847,-1285843.645822,-1285915.658519,-1285903.091100,-1285758.198539,-1285604.441771
