group_key,landed_longitude,landed_latitude,landing_range
"(1.0,)",131.01309797308556,31.22092646969964,-1285740.8497028875
"(1.0,)",131.01294983053896,31.22105131341788,-1285738.1066232633
"(1.0,)",131.01294874133947,31.22122133705744,-1285723.0077294712
"(1.0,)",131.013095843554,31.221335704227783,-1285704.4796913355
"(1.0,)",131.01330356578433,31.221326899095807,-1285693.5018476958
"(1.0,)",131.0134496290372,31.22120130654907,-1285696.4295402612
"(1.0,)",131.01344992694305,31.221033088339027,-1285711.412545667
"(1.0,)",131.01330491308752,31.220919455842715,-1285729.7567197331
"(2.0,)",131.01299465531756,31.22072620994797,-1285764.5572318332
"(2.0,)",131.01269642440735,31.22097534810148,-1285759.230338021
"(2.0,)",131.01269382880224,31.221317078638734,-1285728.9063829384
"(2.0,)",131.01298976787763,31.22154667854097,-1285691.674796131
"(2.0,)",131.0134060299847,31.221527430222704,-1285669.8185714027
"(2.0,)",131.01369608978897,31.221275269367823,-1285675.8780875832
"(2.0,)",131.01369607322175,31.2209406263124,-1285705.719143027
"(2.0,)",131.0134080061521,31.220714187311746,-1285742.2227227064
"(3.0,)",131.0128902953047,31.22052492430188,-1285788.4152962572
"(3.0,)",131.01244014515734,31.220898459484346,-1285780.599222358
"(3.0,)",131.01243577981057,31.22141399359522,-1285734.8784729932
"(3.0,)",131.01288254429753,31.22176008902819,-1285678.7180232697
"(3.0,)",131.01350871682348,31.221729404169658,-1285645.994073757
"(3.0,)",131.01394156764033,31.22134899722077,-1285655.4033743513
"(3.0,)",131.01393961299226,31.22084914480004,-1285700.0863057133
"(3.0,)",131.0135106421615,31.22050967697448,-1285754.6473160284
"(4.0,)",131.01278481623882,31.22032190621338,-1285812.4912483355
"(4.0,)",131.0121804315006,31.220820225734688,-1285802.2826800426
"(4.0,)",131.0121756852961,31.22151167630701,-1285740.8983999204
"(4.0,)",131.01277414210617,31.22197659009102,-1285665.5527742319
"(4.0,)",131.0136121139225,31.22193321294572,-1285621.9657883244
"(4.0,)",131.01418633271223,31.22142263570879,-1285634.9771200283
"(4.0,)",131.0141814025498,31.22075831458393,-1285694.4948923453
"(4.0,)",131.0136128506588,31.22030573976652,-1285767.0453257216
"(5.0,)",131.0126777284562,31.220116133955184,-1285836.9039241415
"(5.0,)",131.01191795440343,31.220740639264303,-1285824.2433951113
"(5.0,)",131.01191399109712,31.221609962381503,-1285746.9555824245
"(5.0,)",131.01266503525835,31.22219574452725,-1285652.1912036086
"(5.0,)",131.01371679629932,31.22213989505161,-1285597.6085540536
"(5.0,)",131.01443175393732,31.22149666280689,-1285614.479186954
"(5.0,)",131.01442127556004,31.22066821035516,-1285688.9476520128
"(5.0,)",131.01371517725457,31.220101098864205,-1285779.499713597
"(6.0,)",131.0125688607856,31.219907673674463,-1285861.657119533
"(6.0,)",131.01165314844422,31.220659651081306,-1285846.4611285413
"(6.0,)",131.0116496756024,31.221709224466856,-1285753.074662684
"(6.0,)",131.01255555416992,31.222417325453,-1285638.6348389315
"(6.0,)",131.0138224327665,31.22234971340499,-1285572.91768437
"(6.0,)",131.0146784851287,31.22157129250644,-1285593.853472665
"(6.0,)",131.01466033516613,31.22057841182264,-1285683.4195944509
"(6.0,)",131.01381787017894,31.21989523438493,-1285792.0427872657
"(7.0,)",131.0124575105085,31.2196955464425,-1285886.8779194867
"(7.0,)",131.01138535841616,31.22057703397094,-1285868.9932486396
"(7.0,)",131.01138248510298,31.22180956938935,-1285759.260499317
"(7.0,)",131.01244546573758,31.222641860695568,-1285624.8498298954
"(7.0,)",131.01392988216665,31.22256323184361,-1285547.7942706754
"(7.0,)",131.01492749093333,31.221646798334,-1285573.0209668598
"(7.0,)",131.01490085084936,31.22048806845208,-1285677.858066869
"(7.0,)",131.0139213317329,31.219687365250035,-1285804.7214262737
"(8.0,)",131.01234424465667,31.219479192388263,-1285912.584141439
"(8.0,)",131.0111144653688,31.220493093080137,-1285891.8192877641
"(8.0,)",131.01111129818204,31.221911415214592,-1285765.5393487017
"(8.0,)",131.01233440742055,31.22286926448792,-1285610.8643685053
"(8.0,)",131.0140398596483,31.222781668104528,-1285522.0892363167
"(8.0,)",131.01518050039044,31.22172369579287,-1285551.83780208
"(8.0,)",131.015145556505,31.22039614810376,-1285672.2003321142
"(8.0,)",131.0140263091588,31.21947602550548,-1285817.6240596585
