time,thrust
1.554,204.692169
1.555,270.893738
1.556,329.485931
1.557,370.576538
1.558,388.078094
1.559,371.337463
1.56,328.724976
1.561,276.981232
1.562,221.4328
1.563,176.537491
1.564,148.382797
1.565,134.685928
1.566,130.1203
1.567,144.57811
1.568,144.57811
1.569,179.581238
1.57,210.018738
1.571,274.698425
1.572,321.115601
1.573,390.360901
1.574,407.101532
1.575,377.424988
1.576,340.139038
1.577,267.849976
1.578,218.389053
1.579,175.01561
1.58,130.881241
1.581,116.423431
1.582,134.685928
1.583,136.207809
1.584,156.753113
1.585,197.843735
1.586,213.823425
1.587,276.981232
1.588,353.835907
1.589,401.774963
1.59,385.034363
1.591,358.40155
1.592,331.007782
1.593,265.567169
1.594,216.106232
1.595,161.318741
1.596,136.968735
1.597,124.032806
1.598,133.164047
1.599,124.793739
1.6,166.645309
1.601,203.170303
1.602,219.910919
1.603,268.610931
1.604,339.378113
1.605,384.273407
1.606,393.404663
1.607,370.576538
1.608,315.789032
1.609,266.328094
1.61,198.604675
1.611,172.732803
1.612,150.665619
1.613,136.207809
1.614,121.749992
1.615,133.164047
1.616,165.123428
1.617,177.298431
1.618,204.692169
1.619,220.67186
1.62,295.243744
1.621,352.314026
1.622,360.684357
1.623,372.098419
1.624,340.139038
1.625,304.374969
1.626,235.89061
1.627,177.298431
1.628,155.992172
1.629,137.729675
1.63,124.793739
1.631,120.228119
1.632,132.403122
1.633,162.840622
1.634,181.103119
1.635,218.389053
1.636,289.156219
1.637,352.314026
1.638,393.404663
1.639,410.145294
1.64,387.317169
1.641,324.159363
1.642,272.415619
1.643,217.628113
1.644,157.514053
1.645,127.837494
1.646,105.770309
1.647,101.965622
1.648,95.11718
1.649,136.968735
1.65,168.928116
1.651,218.389053
1.652,295.243744
1.653,391.882782
1.654,434.4953
1.655,432.212463
1.656,419.27655
1.657,359.162476
1.658,277.742157
1.659,205.45311
1.66,152.948425
1.661,116.423431
1.662,97.399994
1.663,89.790619
1.664,90.551559
1.665,132.403122
1.666,171.971863
1.667,206.21405
1.668,261.001556
1.669,372.859344
1.67,442.865601
1.671,458.845276
1.672,442.104645
1.673,388.078094
1.674,305.896851
1.675,219.910919
1.676,174.254669
1.677,119.467178
1.678,107.292183
1.679,95.11718
1.68,82.942184
1.681,117.184364
1.682,171.971863
1.683,191.756241
1.684,221.4328
1.685,283.829681
1.686,347.748413
1.687,397.970276
1.688,397.209351
1.689,378.946838
1.69,306.657806
1.691,248.826553
1.692,199.365616
1.693,166.645309
1.694,145.33905
1.695,113.379677
1.696,124.793739
1.697,136.207809
1.698,152.948425
1.699,169.689056
1.7,195.560928
1.701,242.739044
1.702,317.310913
1.703,391.121857
1.704,389.599976
1.705,382.751526
1.706,363.728088
1.707,296.765594
1.708,234.368729
1.709,180.342178
1.71,148.382797
1.711,124.032806
1.712,121.749992
1.713,117.945305
1.714,144.57811
1.715,151.426559
1.716,177.298431
1.717,193.278107
1.718,273.937469
1.719,322.637482
1.72,361.445282
1.721,397.970276
1.722,362.967163
1.723,327.203094
1.724,261.001556
1.725,226.759354
1.726,173.493744
1.727,133.924988
1.728,117.945305
1.729,106.531242
1.73,125.55468
1.731,137.729675
1.732,175.77655
1.733,197.082794
1.734,245.021866
1.735,312.7453
1.736,362.206238
1.737,376.664032
1.738,381.229675
1.739,356.879669
1.74,305.135925
1.741,246.543732
1.742,175.77655
1.743,141.534363
1.744,117.945305
1.745,101.965622
1.746,109.574997
1.747,146.099991
1.748,154.470306
1.749,177.298431
1.75,224.476547
1.751,241.978104
1.752,307.418732
1.753,350.031219
1.754,378.185913
1.755,366.010925
1.756,321.115601
1.757,265.567169
1.758,200.126556
1.759,145.33905
1.76,120.989052
1.761,104.248428
1.762,108.814056
1.763,133.164047
1.764,160.5578
1.765,178.059357
1.766,194.039047
1.767,210.779678
1.768,276.220306
1.769,340.899963
1.77,372.098419
1.771,358.40155
1.772,351.553101
1.773,296.004669
1.774,252.631241
1.775,197.843735
1.776,142.295303
1.777,115.662491
1.778,109.574997
1.779,95.87812
1.78,115.662491
1.781,137.729675
1.782,190.9953
1.783,209.257797
1.784,252.631241
1.785,320.354675
1.786,385.795288
1.787,401.014038
1.788,383.512482
1.789,343.943726
1.79,280.024994
1.791,219.910919
1.792,178.820297
1.793,143.817184
1.794,101.965622
1.795,101.204681
1.796,106.531242
1.797,128.598434
1.798,149.143738
1.799,171.971863
1.8,212.301544
1.801,266.328094
1.802,340.899963
1.803,379.707794
1.804,386.556213
1.805,374.381226
1.806,337.856232
1.807,292.199982
1.808,224.476547
1.809,172.732803
1.81,148.382797
1.811,121.749992
1.812,108.814056
1.813,103.487495
1.814,131.642181
1.815,132.403122
1.816,187.190613
1.817,204.692169
1.818,272.415619
1.819,337.095306
1.82,373.6203
1.821,375.142151
1.822,353.835907
1.823,324.920288
1.824,272.415619
1.825,213.823425
1.826,176.537491
1.827,140.012497
1.828,109.574997
1.829,103.487495
1.83,100.443741
1.831,120.228119
1.832,143.056244
1.833,181.103119
1.834,212.301544
1.835,257.196869
1.836,311.984344
1.837,366.771851
1.838,379.707794
1.839,360.684357
1.84,320.354675
1.841,276.220306
1.842,209.257797
1.843,167.406235
1.844,137.729675
1.845,102.726555
1.846,95.87812
1.847,106.531242
1.848,140.773422
1.849,150.665619
1.85,164.362488
1.851,188.712494
1.852,244.260925
1.853,300.570282
1.854,358.40155
1.855,371.337463
1.856,362.206238
1.857,316.549988
1.858,270.132782
1.859,205.45311
1.86,159.79686
1.861,117.184364
1.862,104.248428
1.863,83.703117
1.864,86.746872
1.865,120.989052
1.866,149.904678
1.867,172.732803
1.868,206.21405
1.869,277.742157
1.87,343.943726
1.871,382.751526
1.872,366.010925
1.873,331.007782
1.874,292.199982
1.875,235.129669
1.876,145.33905
1.877,129.35936
1.878,97.399994
1.879,85.985931
1.88,90.551559
1.881,132.403122
1.882,139.251556
1.883,178.820297
1.884,206.21405
1.885,243.499985
1.886,311.223419
1.887,355.357788
1.888,378.185913
1.889,346.226532
1.89,309.701538
1.891,261.001556
1.892,207.735931
1.893,140.773422
1.894,111.857803
1.895,76.854683
1.896,66.201561
1.897,82.181244
1.898,101.965622
1.899,148.382797
1.9,173.493744
1.901,221.4328
1.902,271.654663
1.903,321.115601
1.904,375.142151
1.905,383.512482
1.906,348.509338
1.907,309.701538
1.908,256.435913
1.909,207.735931
1.91,157.514053
1.911,110.33593
1.912,85.985931
1.913,76.854683
1.914,71.528122
1.915,111.857803
1.916,140.012497
1.917,168.167175
1.918,215.345306
1.919,285.351532
1.92,353.835907
1.921,397.970276
1.922,384.273407
1.923,362.206238
1.924,293.721863
1.925,222.954666
1.926,156.753113
1.927,127.837494
1.928,89.790619
1.929,76.093742
1.93,76.854683
1.931,93.595306
1.932,121.749992
1.933,162.079681
1.934,191.756241
1.935,229.803116
1.936,292.960907
1.937,352.314026
1.938,369.815613
1.939,349.270294
1.94,318.071869
1.941,254.914047
1.942,190.9953
1.943,133.924988
1.944,119.467178
1.945,96.639053
1.946,61.635933
1.947,105.770309
1.948,120.989052
1.949,161.318741
1.95,184.907806
1.951,205.45311
1.952,244.260925
1.953,282.3078
1.954,336.334351
1.955,337.856232
1.956,330.246857
1.957,291.439056
1.958,259.479675
1.959,206.974991
1.96,152.948425
1.961,111.09687
1.962,86.746872
1.963,103.487495
1.964,120.989052
1.965,125.55468
1.966,148.382797
1.967,163.601547
1.968,190.9953
1.969,225.998428
1.97,263.284363
1.971,320.354675
1.972,334.051544
1.973,327.96405
1.974,283.829681
1.975,261.001556
1.976,206.974991
1.977,158.274994
1.978,113.379677
1.979,105.770309
1.98,84.464058
1.981,96.639053
1.982,120.228119
1.983,140.773422
1.984,164.362488
1.985,172.732803
1.986,227.520294
1.987,280.785919
1.988,334.812469
1.989,358.40155
1.99,330.246857
1.991,302.853119
1.992,252.631241
1.993,197.843735
1.994,136.207809
1.995,97.399994
1.996,92.834366
1.997,90.551559
1.998,106.531242
1.999,126.31562
2,147.621872
2.001,168.928116
2.002,188.712494
2.003,251.10936
2.004,303.614044
2.005,357.640594
2.006,343.943726
2.007,340.139038
2.008,295.243744
2.009,248.065613
2.01,186.429672
2.011,143.056244
2.012,114.901558
2.013,98.921867
2.014,88.268745
2.015,108.814056
2.016,110.33593
2.017,145.33905
2.018,158.274994
2.019,188.712494
2.02,238.173416
2.021,297.52655
2.022,340.899963
2.023,358.40155
2.024,367.532776
2.025,327.96405
2.026,270.132782
2.027,221.4328
2.028,160.5578
2.029,116.423431
2.03,70.767181
2.031,67.723434
2.032,89.029678
2.033,108.053116
2.034,140.773422
2.035,159.035934
2.036,179.581238
2.037,216.867172
2.038,262.523407
2.039,346.226532
2.04,382.751526
2.041,359.162476
2.042,315.789032
2.043,264.806244
2.044,216.867172
2.045,147.621872
2.046,90.551559
2.047,63.15781
2.048,49.460934
2.049,61.635933
2.05,98.921867
2.051,122.510933
2.052,148.382797
2.053,179.581238
2.054,227.520294
2.055,289.156219
2.056,331.768738
2.057,363.728088
2.058,346.226532
2.059,296.765594
2.06,235.89061
2.061,177.298431
2.062,112.618744
2.063,85.985931
2.064,71.528122
2.065,66.962494
2.066,73.810936
2.067,120.989052
2.068,151.426559
2.069,165.884369
2.07,197.082794
2.071,244.260925
2.072,297.52655
2.073,324.920288
2.074,342.421844
2.075,327.203094
2.076,301.331238
2.077,265.567169
2.078,186.429672
2.079,127.076553
2.08,94.356247
2.081,62.39687
2.082,76.854683
2.083,97.399994
2.084,133.924988
2.085,127.076553
2.086,153.709366
2.087,198.604675
2.088,236.65155
2.089,289.917175
2.09,315.789032
2.091,344.704651
2.092,317.310913
2.093,264.806244
2.094,223.715607
2.095,173.493744
2.096,120.228119
2.097,78.376556
2.098,57.831245
2.099,76.854683
2.1,91.312492
2.101,116.423431
2.102,162.079681
2.103,175.01561
2.104,190.9953
2.105,216.106232
2.106,270.132782
2.107,315.789032
2.108,316.549988
2.109,290.678101
2.11,274.698425
2.111,235.129669
2.112,185.668732
2.113,127.837494
2.114,101.965622
2.115,92.073433
2.116,73.810936
2.117,82.181244
2.118,104.248428
2.119,136.207809
2.12,155.992172
2.121,184.907806
2.122,220.67186
2.123,262.523407
2.124,325.681244
2.125,347.748413
2.126,346.226532
2.127,304.374969
2.128,272.415619
2.129,199.365616
2.13,127.076553
2.131,85.985931
2.132,65.44062
2.133,60.114059
2.134,63.15781
2.135,108.814056
2.136,110.33593
2.137,145.33905
2.138,165.123428
2.139,223.715607
2.14,267.849976
2.141,334.812469
2.142,369.054657
2.143,340.899963
2.144,295.243744
2.145,224.476547
2.146,172.732803
2.147,126.31562
2.148,82.942184
2.149,54.026558
2.15,58.592182
2.151,87.507805
2.152,128.598434
2.153,151.426559
2.154,166.645309
2.155,194.799988
2.156,210.779678
2.157,285.351532
2.158,333.290619
2.159,342.421844
2.16,330.246857
2.161,296.765594
2.162,238.934357
2.163,206.974991
2.164,148.382797
2.165,114.901558
2.166,101.965622
2.167,84.464058
2.168,92.073433
2.169,115.662491
2.17,130.881241
2.171,141.534363
2.172,149.904678
2.173,181.864044
2.174,196.321869
2.175,249.587479
2.176,303.614044
2.177,331.768738
2.178,329.485931
2.179,277.742157
2.18,234.368729
2.181,185.668732
2.182,134.685928
2.183,90.551559
2.184,67.723434
2.185,65.44062
2.186,88.268745
2.187,119.467178
2.188,124.032806
2.189,139.251556
2.19,153.709366
2.191,206.21405
2.192,251.8703
2.193,308.940613
2.194,363.728088
2.195,334.051544
2.196,283.829681
2.197,220.67186
2.198,183.385925
2.199,112.618744
2.2,73.810936
2.201,67.723434
2.202,64.67968
2.203,102.726555
2.204,128.598434
2.205,143.817184
2.206,155.992172
2.207,157.514053
2.208,181.103119
2.209,209.257797
2.21,252.631241
2.211,310.462494
2.212,327.96405
2.213,278.503113
2.214,248.826553
2.215,210.018738
2.216,155.992172
2.217,101.965622
2.218,79.137497
2.219,79.89843
2.22,71.528122
2.221,93.595306
2.222,128.598434
2.223,141.534363
2.224,124.032806
2.225,159.035934
2.226,193.278107
2.227,270.893738
2.228,320.354675
2.229,371.337463
2.23,344.704651
2.231,294.482788
2.232,246.543732
2.233,181.103119
2.234,108.053116
2.235,80.65937
2.236,61.635933
2.237,54.787498
2.238,70.767181
2.239,103.487495
2.24,140.012497
2.241,141.534363
2.242,150.665619
2.243,206.974991
2.244,264.045288
2.245,311.984344
2.246,351.553101
2.247,325.681244
2.248,261.001556
2.249,231.324982
2.25,155.992172
2.251,78.376556
2.252,41.090622
2.253,57.831245
2.254,58.592182
2.255,89.790619
2.256,110.33593
2.257,136.968735
2.258,165.123428
2.259,171.210922
2.26,227.520294
2.261,281.546844
2.262,311.984344
2.263,326.442169
2.264,291.439056
2.265,233.607803
2.266,169.689056
2.267,92.834366
2.268,53.265621
2.269,48.699997
2.27,35.003124
2.271,73.049995
2.272,95.11718
2.273,128.598434
2.274,150.665619
2.275,181.864044
2.276,241.217178
2.277,283.068726
2.278,276.220306
2.279,254.914047
2.28,238.934357
2.281,190.23436
2.282,151.426559
2.283,93.595306
2.284,71.528122
2.285,41.851559
2.286,47.178123
2.287,67.723434
2.288,98.921867
2.289,133.924988
2.29,203.931244
2.291,262.523407
2.292,323.398407
2.293,302.853119
2.294,266.328094
2.295,225.237488
2.296,152.187485
2.297,92.834366
2.298,49.460934
2.299,29.676561
2.3,28.915623
2.301,54.026558
2.302,87.507805
2.303,140.773422
2.304,199.365616
2.305,280.024994
2.306,307.418732
2.307,320.354675
2.308,275.459351
2.309,203.931244
2.31,138.490616
2.311,69.245308
2.312,26.632811
2.313,-6.0875
2.314,10.653124
2.315,56.309372
2.316,134.685928
2.317,200.887482
2.318,248.065613
2.319,264.806244
2.32,264.806244
2.321,241.217178
2.322,200.887482
2.323,140.773422
2.324,103.487495
2.325,60.114059
2.326,50.22187
2.327,54.787498
2.328,82.942184
2.329,95.87812
2.33,148.382797
2.331,174.254669
2.332,218.389053
2.333,238.934357
2.334,235.129669
2.335,213.823425
2.336,151.426559
2.337,133.924988
2.338,89.790619
2.339,64.67968
2.34,54.026558
2.341,53.265621
2.342,57.831245
2.343,105.770309
2.344,130.881241
2.345,172.732803
2.346,195.560928
2.347,205.45311
2.348,215.345306
2.349,199.365616
2.35,155.231247
2.351,123.271866
2.352,70.767181
2.353,60.114059
2.354,70.006248
2.355,70.006248
2.356,93.595306
2.357,140.773422
2.358,145.33905
2.359,168.167175
2.36,179.581238
2.361,170.449982
2.362,154.470306
2.363,122.510933
2.364,101.204681
2.365,97.399994
2.366,97.399994
2.367,89.029678
2.368,93.595306
2.369,98.160934
2.37,115.662491
2.371,116.423431
2.372,134.685928
2.373,146.099991
2.374,152.187485
2.375,127.076553
2.376,120.989052
2.377,113.379677
2.378,93.595306
2.379,82.181244
2.38,75.332809
2.381,90.551559
2.382,99.682808
2.383,84.464058
2.384,105.770309
2.385,101.965622
2.386,129.35936
2.387,127.837494
2.388,121.749992
2.389,128.598434
2.39,130.1203
2.391,109.574997
2.392,108.053116
2.393,85.985931
2.394,70.006248
2.395,70.767181
2.396,68.484367
2.397,89.790619
2.398,95.87812
2.399,123.271866
2.4,126.31562
2.401,147.621872
2.402,131.642181
2.403,119.467178
2.404,93.595306
2.405,76.854683
2.406,70.006248
2.407,79.89843
2.408,73.049995
2.409,80.65937
2.41,92.073433
2.411,100.443741
2.412,102.726555
2.413,121.749992
2.414,102.726555
2.415,120.989052
2.416,124.032806
2.417,104.248428
2.418,94.356247
2.419,86.746872
2.42,89.029678
2.421,79.89843
2.422,71.528122
2.423,70.767181
2.424,86.746872
2.425,86.746872
2.426,122.510933
2.427,122.510933
2.428,120.228119
2.429,98.921867
2.43,94.356247
2.431,93.595306
2.432,87.507805
2.433,73.049995
2.434,80.65937
2.435,92.073433
2.436,81.420311
2.437,83.703117
2.438,85.224991
2.439,100.443741
2.44,84.464058
2.441,94.356247
2.442,110.33593
2.443,113.379677
2.444,104.248428
2.445,98.921867
2.446,93.595306
2.447,89.029678
2.448,77.615623
2.449,71.528122
2.45,73.049995
2.451,85.985931
2.452,105.009369
2.453,105.770309
2.454,100.443741
2.455,101.204681
2.456,79.89843
2.457,95.87812
2.458,83.703117
2.459,88.268745
2.46,85.985931
2.461,105.770309
2.462,95.11718
2.463,93.595306
2.464,82.942184
2.465,79.89843
2.466,96.639053
2.467,98.160934
2.468,89.790619
2.469,95.11718
2.47,95.87812
2.471,92.834366
2.472,82.181244
2.473,78.376556
2.474,74.571869
2.475,99.682808
2.476,91.312492
2.477,82.942184
2.478,89.790619
2.479,101.204681
2.48,95.11718
2.481,98.160934
2.482,89.029678
2.483,76.854683
2.484,82.942184
2.485,70.006248
2.486,63.918747
2.487,77.615623
2.488,95.87812
2.489,82.942184
2.49,76.093742
2.491,69.245308
2.492,77.615623
2.493,89.029678
2.494,92.073433
2.495,93.595306
2.496,79.89843
2.497,95.11718
2.498,102.726555
2.499,98.160934
2.5,57.070309
2.501,81.420311
2.502,76.093742
2.503,84.464058
2.504,78.376556
2.505,74.571869
2.506,96.639053
2.507,85.224991
2.508,86.746872
2.509,73.049995
2.51,88.268745
2.511,84.464058
2.512,71.528122
2.513,69.245308
2.514,73.810936
2.515,83.703117
2.516,82.942184
2.517,79.137497
2.518,87.507805
2.519,78.376556
2.52,78.376556
2.521,89.790619
2.522,97.399994
2.523,78.376556
2.524,72.289055
2.525,57.070309
2.526,71.528122
2.527,81.420311
2.528,68.484367
2.529,70.767181
2.53,79.89843
2.531,84.464058
2.532,81.420311
2.533,69.245308
2.534,75.332809
2.535,84.464058
2.536,73.049995
2.537,86.746872
2.538,81.420311
2.539,85.224991
2.54,78.376556
2.541,82.181244
2.542,77.615623
2.543,64.67968
2.544,69.245308
2.545,65.44062
2.546,76.093742
2.547,79.137497
2.548,70.006248
2.549,85.224991
2.55,85.224991
2.551,81.420311
2.552,85.985931
2.553,70.767181
2.554,73.810936
2.555,65.44062
2.556,82.181244
2.557,72.289055
2.558,73.049995
2.559,75.332809
2.56,65.44062
2.561,76.093742
2.562,73.810936
2.563,72.289055
2.564,78.376556
2.565,77.615623
2.566,83.703117
2.567,82.181244
2.568,66.962494
2.569,70.006248
2.57,68.484367
2.571,72.289055
2.572,69.245308
2.573,65.44062
2.574,75.332809
2.575,76.093742
2.576,74.571869
2.577,80.65937
2.578,73.810936
2.579,70.006248
2.58,76.854683
2.581,76.854683
2.582,63.918747
2.583,76.093742
2.584,66.201561
2.585,69.245308
2.586,70.006248
2.587,72.289055
2.588,69.245308
2.589,76.093742
2.59,64.67968
2.591,76.093742
2.592,63.15781
2.593,81.420311
2.594,70.767181
2.595,69.245308
2.596,71.528122
2.597,82.942184
2.598,76.093742
2.599,64.67968
2.6,74.571869
2.601,66.962494
2.602,82.942184
2.603,78.376556
2.604,70.006248
2.605,64.67968
2.606,73.810936
2.607,84.464058
2.608,67.723434
2.609,85.224991
2.61,90.551559
2.611,84.464058
2.612,59.353123
2.613,74.571869
2.614,60.874996
2.615,73.810936
2.616,79.137497
2.617,60.874996
2.618,78.376556
2.619,77.615623
2.62,61.635933
2.621,60.114059
2.622,56.309372
2.623,65.44062
2.624,76.093742
2.625,64.67968
2.626,69.245308
2.627,79.89843
2.628,64.67968
2.629,72.289055
2.63,69.245308
2.631,72.289055
2.632,64.67968
2.633,73.049995
2.634,56.309372
2.635,75.332809
2.636,65.44062
2.637,79.89843
2.638,57.070309
2.639,53.265621
2.64,66.201561
2.641,72.289055
2.642,64.67968
2.643,89.790619
2.644,71.528122
2.645,62.39687
2.646,63.15781
2.647,66.201561
2.648,60.114059
2.649,73.810936
2.65,60.114059
2.651,77.615623
2.652,73.810936
2.653,68.484367
2.654,65.44062
2.655,70.767181
2.656,55.548435
2.657,57.831245
2.658,64.67968
2.659,70.006248
2.66,60.114059
2.661,78.376556
2.662,63.918747
2.663,71.528122
2.664,69.245308
2.665,60.874996
2.666,61.635933
2.667,71.528122
2.668,70.006248
2.669,66.201561
2.67,69.245308
2.671,55.548435
2.672,63.918747
2.673,67.723434
2.674,47.93906
2.675,48.699997
2.676,71.528122
2.677,63.918747
2.678,70.006248
2.679,70.767181
2.68,67.723434
2.681,78.376556
2.682,73.049995
2.683,72.289055
2.684,76.093742
2.685,70.006248
2.686,65.44062
2.687,66.201561
2.688,67.723434
2.689,56.309372
2.69,70.006248
2.691,60.874996
2.692,69.245308
2.693,68.484367
2.694,69.245308
2.695,66.201561
2.696,62.39687
2.697,69.245308
2.698,72.289055
2.699,61.635933
2.7,61.635933
2.701,54.787498
2.702,64.67968
2.703,58.592182
2.704,60.874996
2.705,70.767181
2.706,68.484367
2.707,70.767181
2.708,44.134373
2.709,52.504684
2.71,58.592182
2.711,62.39687
2.712,61.635933
2.713,61.635933
2.714,71.528122
2.715,50.982811
2.716,59.353123
2.717,56.309372
2.718,60.874996
2.719,49.460934
2.72,47.93906
2.721,61.635933
2.722,57.070309
2.723,63.15781
2.724,49.460934
2.725,69.245308
2.726,63.918747
2.727,57.070309
2.728,50.22187
2.729,61.635933
2.73,50.982811
2.731,68.484367
2.732,60.874996
2.733,69.245308
2.734,58.592182
2.735,51.743748
2.736,64.67968
2.737,51.743748
2.738,48.699997
2.739,54.787498
2.74,63.918747
2.741,54.787498
2.742,58.592182
2.743,51.743748
2.744,51.743748
2.745,69.245308
2.746,64.67968
2.747,60.114059
2.748,64.67968
2.749,54.787498
2.75,60.874996
2.751,55.548435
2.752,54.787498
2.753,57.070309
2.754,63.918747
2.755,66.201561
2.756,55.548435
2.757,54.026558
2.758,75.332809
2.759,53.265621
2.76,57.070309
2.761,53.265621
2.762,44.895309
2.763,55.548435
2.764,50.982811
2.765,61.635933
2.766,58.592182
2.767,47.178123
2.768,60.114059
2.769,57.831245
2.77,54.787498
2.771,47.178123
2.772,44.134373
2.773,56.309372
2.774,54.026558
2.775,49.460934
2.776,45.656246
2.777,60.114059
2.778,54.787498
2.779,38.807812
2.78,35.003124
2.781,35.003124
2.782,30.437498
2.783,8.370312
2.784,34.242184
2.785,29.676561
2.786,55.548435
2.787,53.265621
2.788,37.285934
2.789,59.353123
2.79,43.373436
2.791,40.329685
2.792,38.807812
2.793,43.373436
2.794,38.807812
2.795,54.026558
2.796,47.93906
2.797,59.353123
2.798,45.656246
2.799,46.417183
2.8,36.524998
2.801,54.787498
2.802,30.437498
2.803,55.548435
2.804,39.568748
2.805,36.524998
2.806,45.656246
2.807,44.895309
2.808,41.851559
2.809,31.959373
2.81,53.265621
2.811,49.460934
2.812,48.699997
2.813,41.090622
2.814,47.178123
2.815,39.568748
2.816,39.568748
2.817,40.329685
2.818,45.656246
2.819,47.178123
2.82,43.373436
2.821,24.349998
2.822,36.524998
2.823,31.198435
2.824,41.851559
2.825,45.656246
2.826,31.959373
2.827,30.437498
2.828,44.895309
2.829,50.22187
2.83,58.592182
2.831,39.568748
2.832,40.329685
2.833,45.656246
2.834,47.93906
2.835,30.437498
2.836,35.003124
2.837,47.93906
2.838,35.764061
2.839,53.265621
2.84,45.656246
2.841,38.807812
2.842,46.417183
2.843,55.548435
2.844,44.134373
2.845,39.568748
2.846,43.373436
2.847,42.612495
2.848,53.265621
2.849,40.329685
2.85,35.764061
2.851,46.417183
2.852,37.285934
2.853,34.242184
2.854,38.046871
2.855,25.871874
2.856,47.178123
2.857,43.373436
2.858,48.699997
2.859,50.982811
2.86,47.178123
2.861,47.178123
2.862,37.285934
2.863,45.656246
2.864,47.93906
2.865,41.851559
2.866,44.895309
2.867,38.807812
2.868,50.982811
2.869,45.656246
2.87,47.93906
2.871,52.504684
2.872,47.178123
2.873,44.895309
2.874,47.178123
2.875,55.548435
2.876,39.568748
2.877,44.895309
2.878,38.807812
2.879,39.568748
2.88,32.72031
2.881,36.524998
2.882,36.524998
2.883,57.070309
2.884,58.592182
2.885,51.743748
2.886,44.134373
2.887,44.134373
2.888,49.460934
2.889,44.134373
2.89,45.656246
2.891,37.285934
2.892,40.329685
2.893,36.524998
2.894,44.134373
2.895,55.548435
2.896,39.568748
2.897,24.349998
2.898,41.090622
2.899,45.656246
2.9,41.090622
2.901,48.699997
2.902,38.807812
2.903,33.481247
2.904,41.851559
2.905,41.090622
2.906,34.242184
2.907,35.003124
2.908,43.373436
2.909,41.851559
2.91,47.178123
2.911,43.373436
2.912,44.895309
2.913,41.851559
2.914,38.807812
2.915,38.046871
2.916,41.851559
2.917,41.851559
2.918,32.72031
2.919,36.524998
2.92,41.090622
2.921,31.959373
2.922,32.72031
2.923,33.481247
2.924,37.285934
2.925,35.003124
2.926,28.154686
2.927,41.851559
2.928,29.676561
2.929,41.851559
2.93,31.959373
2.931,28.915623
2.932,32.72031
2.933,44.895309
2.934,38.807812
2.935,40.329685
2.936,26.632811
2.937,27.393749
2.938,35.764061
2.939,31.959373
2.94,31.959373
2.941,43.373436
2.942,41.851559
2.943,32.72031
2.944,38.807812
2.945,43.373436
2.946,39.568748
2.947,36.524998
2.948,26.632811
2.949,26.632811
2.95,35.764061
2.951,38.807812
2.952,41.090622
2.953,37.285934
2.954,33.481247
2.955,41.851559
2.956,35.003124
2.957,32.72031
2.958,35.764061
2.959,44.134373
2.96,33.481247
2.961,39.568748
2.962,34.242184
2.963,44.895309
2.964,44.134373
2.965,28.915623
2.966,35.003124
2.967,22.828123
2.968,26.632811
2.969,30.437498
2.97,31.198435
2.971,40.329685
2.972,40.329685
2.973,38.807812
2.974,21.306248
2.975,37.285934
2.976,32.72031
2.977,24.349998
2.978,36.524998
2.979,25.110935
2.98,23.589062
2.981,25.871874
2.982,24.349998
2.983,30.437498
2.984,34.242184
2.985,29.676561
2.986,25.110935
2.987,30.437498
2.988,34.242184
2.989,23.589062
2.99,35.764061
2.991,12.174999
2.992,32.72031
2.993,16.740623
2.994,19.784374
2.995,33.481247
2.996,26.632811
2.997,39.568748
2.998,31.198435
2.999,35.003124
3,26.632811
3.001,19.023436
3.002,33.481247
3.003,28.915623
3.004,32.72031
3.005,41.090622
3.006,30.437498
3.007,41.090622
3.008,30.437498
3.009,26.632811
3.01,34.242184
3.011,28.915623
3.012,44.134373
3.013,38.807812
3.014,30.437498
3.015,25.110935
3.016,1.521875
3.017,22.828123
3.018,16.740623
3.019,19.023436
3.02,34.242184
3.021,28.915623
3.022,38.807812
3.023,27.393749
3.024,33.481247
3.025,27.393749
3.026,26.632811
3.027,26.632811
3.028,12.174999
3.029,41.090622
3.03,15.979687
3.031,29.676561
3.032,28.154686
3.033,24.349998
3.034,30.437498
3.035,24.349998
3.036,31.198435
3.037,25.871874
3.038,23.589062
3.039,19.784374
3.04,24.349998
3.041,50.22187
3.042,30.437498
3.043,22.828123
3.044,22.067186
3.045,29.676561
3.046,25.871874
3.047,27.393749
3.048,28.154686
3.049,22.828123
3.05,23.589062
3.051,29.676561
3.052,31.198435
3.053,24.349998
3.054,26.632811
3.055,12.935937
3.056,35.003124
3.057,21.306248
3.058,25.110935
3.059,22.067186
3.06,11.414062
3.061,24.349998
3.062,23.589062
3.063,18.262499
3.064,21.306248
3.065,25.110935
3.066,29.676561
3.067,20.545311
3.068,29.676561
3.069,17.501562
3.07,22.828123
3.071,16.740623
3.072,15.218749
3.073,30.437498
3.074,21.306248
3.075,19.023436
3.076,24.349998
3.077,21.306248
3.078,17.501562
3.079,14.457811
3.08,12.935937
3.081,25.871874
3.082,28.915623
3.083,28.154686
3.084,21.306248
3.085,24.349998
3.086,19.023436
3.087,29.676561
3.088,13.696875
3.089,12.935937
3.09,16.740623
3.091,23.589062
3.092,19.023436
3.093,23.589062
3.094,23.589062
3.095,22.828123
3.096,15.979687
3.097,29.676561
3.098,25.871874
3.099,25.871874
3.1,33.481247
3.101,31.198435
3.102,25.871874
3.103,19.784374
3.104,25.871874
3.105,25.110935
3.106,35.764061
3.107,19.784374
3.108,29.676561
